,ObjectNum,Name,Type,Constellation,Magnitude,Size,RAHour,RAMinute,DecSign,DecDeg,DecMinute,Distance (ly),Above_Horizon,Alt,Az,Rise,Set,Hours_Until_Set
424,NGC 1398,NGC 1398,Galaxy,Fornax,9.7,6.6,3,38.9,-,26,20,,True,3.76,130.89,11h22m,19h48m,7.03
426,NGC 1400,NGC 1400,Galaxy,Eridanus,11.1,1.9,3,39.5,-,18,41,,True,9.5,125.92,10h47m,20h24m,7.63
427,NGC 1401,NGC 1401,Galaxy,Eridanus,13.0,2.8,3,39.4,-,22,44,,True,6.43,128.52,11h05m,20h06m,7.33
430,NGC 1407,NGC 1407,Galaxy,Eridanus,9.8,2.5,3,40.2,-,18,35,,True,9.48,125.72,10h47m,20h25m,7.65
431,NGC 1409,NGC 1409,Galaxy,Taurus,15.0,1.3,3,41.2,-,1,17,,True,22.32,113.73,9h43m,21h31m,8.75
433,NGC 1415,NGC 1415,Galaxy,Eridanus,12.0,3.6,3,41.0,-,22,34,,True,6.33,128.13,11h06m,20h08m,7.37
434,NGC 1416,NGC 1416,Galaxy,Eridanus,14.0,1.5,3,41.0,-,22,43,,True,6.19,128.22,11h06m,20h07m,7.35
435,NGC 1417,NGC 1417,Galaxy,Eridanus,12.0,2.8,3,42.0,-,4,42,,True,19.68,116.04,9h56m,21h20m,8.57
436,NGC 1418,NGC 1418,Galaxy,Eridanus,15.0,1.5,3,42.3,-,4,44,,True,19.61,115.99,9h56m,21h20m,8.57
437,NGC 1421,NGC 1421,Galaxy,Eridanus,11.4,3.6,3,42.5,-,13,29,,True,13.0,121.96,10h29m,20h48m,8.03
438,NGC 1422,NGC 1422,Galaxy,Eridanus,13.0,2.1,3,41.5,-,21,41,,True,6.92,127.47,11h02m,20h13m,7.45
439,NGC 1424,NGC 1424,Galaxy,Eridanus,15.0,2.1,3,43.2,-,4,44,,True,19.45,115.8,9h57m,21h21m,8.58
440,NGC 1425,NGC 1425,Galaxy,Fornax,12.0,5.4,3,42.2,-,29,54,,True,0.76,132.55,11h44m,19h33m,6.78
441,NGC 1426,NGC 1426,Galaxy,Eridanus,11.4,2.1,3,42.8,-,22,7,,True,6.4,127.51,11h05m,20h12m,7.43
444,NGC 1439,NGC 1439,Galaxy,Eridanus,12.0,2.3,3,44.8,-,21,55,,True,6.25,127.03,11h07m,20h15m,7.48
445,NGC 1440,NGC 1440,Galaxy,Eridanus,13.0,2.3,3,45.0,-,18,16,,True,8.99,124.62,10h51m,20h31m,7.75
446,NGC 1441,NGC 1441,Galaxy,Eridanus,12.9,1.5,3,45.7,-,4,6,,True,19.51,114.86,9h57m,21h26m,8.67
447,NGC 1444,NGC 1444,Open Cluster,Perseus,6.6,4.0,3,49.4,+,52,40,,True,49.28,53.62,---,---,---
449,NGC 1449,NGC 1449,Galaxy,Eridanus,13.5,1.1,3,46.0,-,4,8,,True,19.41,114.83,9h58m,21h26m,8.67
450,NGC 1451,NGC 1451,Galaxy,Eridanus,13.3,0.7,3,46.1,-,4,4,,True,19.45,114.77,9h58m,21h26m,8.67
451,NGC 1452,NGC 1452,Galaxy,Eridanus,13.0,1.7,3,45.4,-,18,38,,True,8.66,124.8,10h53m,20h30m,7.73
452,NGC 1453,NGC 1453,Galaxy,Eridanus,11.6,2.1,3,46.4,-,3,58,,True,19.47,114.63,9h58m,21h27m,8.68
453,NGC 1461,NGC 1461,Galaxy,Eridanus,11.7,3.3,3,48.5,-,16,24,,True,9.88,122.77,10h47m,20h42m,7.93
454,NGC 1469,NGC 1469,Galaxy,Camelopardalis,15.0,2.3,4,0.5,+,68,35,,True,48.4,29.26,---,---,---
455,NGC 1482,NGC 1482,Galaxy,Eridanus,14.0,1.5,3,54.7,-,20,30,,True,5.86,124.35,11h10m,20h31m,7.75
456,NGC 1485,NGC 1485,Galaxy,Camelopardalis,14.0,2.4,4,5.1,+,71,0,,True,47.71,25.74,---,---,---
460,NGC 1496,NGC 1496,Open Cluster,Perseus,10.0,6.0,4,4.4,+,52,37,,True,47.04,52.93,---,---,---
461,NGC 1501,NGC 1501,Planetary Nebula,Camelopardalis,13.0,0.9,4,7.0,+,60,55,,True,47.86,40.76,---,---,---
462,NGC 1502,NGC 1502,Open Cluster,Camelopardalis,5.7,8.0,4,7.7,+,62,20,,True,47.84,38.65,---,---,---
463,NGC 1507,NGC 1507,Galaxy,Eridanus,12.2,3.4,4,4.5,-,2,11,,True,17.68,109.9,10h09m,21h52m,9.1
466,NGC 1513,NGC 1513,Open Cluster,Perseus,8.4,9.0,4,10.0,+,49,31,,True,45.43,57.03,---,---,---
467,NGC 1514,NGC 1514,Planetary Nebula,Taurus,10.0,1.9,4,9.2,+,30,47,,True,37.82,80.06,7h56m,0h18m,11.53
469,NGC 1518,NGC 1518,Galaxy,Eridanus,11.8,3.0,4,6.8,-,21,11,,True,3.54,122.66,11h25m,20h40m,7.9
470,NGC 1519,NGC 1519,Galaxy,Eridanus,13.0,2.0,4,8.1,-,17,12,,True,6.21,119.74,11h10m,20h58m,8.2
471,NGC 1521,NGC 1521,Galaxy,Eridanus,11.4,2.9,4,8.3,-,21,3,,True,3.4,122.32,11h26m,20h42m,7.93
473,NGC 1528,NGC 1528,Open Cluster,Perseus,6.4,24.0,4,15.4,+,51,14,,True,45.07,54.37,---,---,---
474,NGC 1530,NGC 1530,Galaxy,Camelopardalis,12.0,4.9,4,23.4,+,75,18,,True,45.81,19.79,---,---,---
478,NGC 1535,NGC 1535,Planetary Nebula,Eridanus,10.0,0.7,4,14.2,-,12,44,,True,8.43,115.59,10h58m,21h22m,8.6
481,NGC 1545,NGC 1545,Open Cluster,Perseus,6.2,18.0,4,20.9,+,50,15,,True,43.95,55.32,---,---,---
486,NGC 1560,NGC 1560,Galaxy,Camelopardalis,11.5,9.8,4,32.8,+,71,53,,True,45.44,24.73,---,---,---
488,NGC 1569,NGC 1569,Galaxy,Camelopardalis,11.2,2.9,4,30.8,+,64,51,,True,45.45,34.76,---,---,---
489,NGC 1573,NGC 1573,Galaxy,Camelopardalis,14.0,2.2,4,35.0,+,73,15,,True,45.21,22.78,---,---,---
491,NGC 1582,NGC 1582,Open Cluster,Perseus,7.0,37.0,4,32.0,+,43,51,,True,39.89,62.46,6h29m,2h31m,13.75
492,NGC 1587,NGC 1587,Galaxy,Taurus,13.0,2.0,4,30.7,+,0,40,,True,15.02,102.99,10h25m,22h28m,9.7
493,NGC 1588,NGC 1588,Galaxy,Taurus,14.0,1.8,4,30.8,+,0,39,,True,15.01,102.98,10h25m,22h28m,9.7
494,NGC 1589,NGC 1589,Galaxy,Taurus,14.0,3.1,4,30.8,+,0,51,,True,15.14,102.82,10h24m,22h29m,9.72
495,NGC 1590,NGC 1590,Galaxy,Taurus,15.0,1.3,4,31.2,+,7,37,,True,19.66,97.55,10h00m,22h54m,10.13
497,NGC 1599,NGC 1599,Galaxy,Eridanus,15.0,1.1,4,31.6,-,4,35,,True,11.21,106.69,10h45m,22h10m,9.4
498,NGC 1600,NGC 1600,Galaxy,Eridanus,11.1,2.5,4,31.7,-,5,5,,True,10.86,107.05,10h47m,22h08m,9.37
499,NGC 1601,NGC 1601,Galaxy,Eridanus,13.8,1.0,4,31.8,-,5,6,,True,10.88,107.02,10h47m,22h08m,9.37
500,NGC 1605,NGC 1605,Open Cluster,Perseus,10.7,5.0,4,35.0,+,45,15,,True,40.03,60.51,6h10m,2h56m,14.17
501,NGC 1614,NGC 1614,Galaxy,Eridanus,12.9,1.3,4,34.0,-,8,35,,True,8.02,109.15,11h02m,21h58m,9.2
502,NGC 1615,NGC 1615,Galaxy,Taurus,15.0,1.6,4,36.0,+,19,57,,True,26.68,86.46,9h17m,23h47m,11.02
504,NGC 1618,NGC 1618,Galaxy,Eridanus,12.6,2.8,4,36.1,-,3,9,,True,11.42,104.85,10h44m,22h20m,9.57
505,NGC 1620,NGC 1620,Galaxy,Eridanus,14.0,3.0,4,36.6,-,0,9,,True,13.39,102.53,10h34m,22h31m,9.75
506,NGC 1622,NGC 1622,Galaxy,Eridanus,12.3,3.9,4,36.6,-,3,11,,True,11.3,104.79,10h45m,22h20m,9.57
507,NGC 1624,NGC 1624,Cluster Nebulosity,Perseus,10.4,5.0,4,40.4,+,50,27,,True,41.05,53.7,---,---,---
508,NGC 1625,NGC 1625,Galaxy,Eridanus,12.4,2.7,4,37.1,-,3,18,,True,11.14,104.79,10h46m,22h20m,9.57
509,NGC 1635,NGC 1635,Galaxy,Eridanus,14.0,1.7,4,40.1,-,0,33,,True,12.49,102.22,10h39m,22h33m,9.78
510,NGC 1637,NGC 1637,Galaxy,Eridanus,10.9,3.3,4,41.5,-,2,51,,True,10.66,103.69,10h48m,22h26m,9.67
511,NGC 1638,NGC 1638,Galaxy,Eridanus,12.1,2.5,4,41.6,-,1,49,,True,11.36,102.89,10h45m,22h30m,9.73
513,NGC 1642,NGC 1642,Galaxy,Taurus,14.0,2.0,4,42.9,+,0,37,,True,12.78,100.86,10h37m,22h40m,9.9
514,NGC 1653,NGC 1653,Galaxy,Eridanus,13.0,2.0,4,45.8,-,2,25,,True,10.2,102.59,10h51m,22h32m,9.77
515,NGC 1654,NGC 1654,Galaxy,Eridanus,14.0,1.0,4,45.8,-,2,6,,True,10.41,102.36,10h50m,22h33m,9.78
516,NGC 1659,NGC 1659,Galaxy,Eridanus,12.5,1.7,4,46.5,-,4,47,,True,8.44,104.22,11h00m,22h24m,9.63
517,NGC 1662,NGC 1662,Open Cluster,Orion,6.4,20.0,4,48.5,+,10,56,,True,18.65,91.94,10h05m,23h23m,10.62
518,NGC 1664,NGC 1664,Open Cluster,Auriga,7.6,18.0,4,51.1,+,43,42,,True,36.74,60.82,6h50m,2h47m,14.02
519,NGC 1666,NGC 1666,Galaxy,Eridanus,14.0,1.3,4,48.5,-,6,34,,True,6.86,105.17,11h09m,22h20m,9.57
520,NGC 1667,NGC 1667,Galaxy,Eridanus,12.1,1.5,4,48.6,-,6,19,,True,7.02,104.97,11h08m,22h21m,9.58
523,NGC 1690,NGC 1690,Galaxy,Orion,14.0,1.3,4,54.3,+,1,38,,True,11.39,98.11,10h45m,22h55m,10.15
524,NGC 1699,NGC 1699,Galaxy,Eridanus,15.0,1.1,4,57.0,-,4,45,,True,6.59,102.38,11h11m,22h35m,9.82
525,NGC 1700,NGC 1700,Galaxy,Eridanus,11.0,2.9,4,56.9,-,4,52,,True,6.53,102.47,11h11m,22h34m,9.8
527,NGC 1720,NGC 1720,Galaxy,Eridanus,13.0,1.8,4,59.3,-,7,52,,True,4.1,104.25,11h25m,22h26m,9.67
528,NGC 1723,NGC 1723,Galaxy,Eridanus,12.0,3.7,4,59.4,-,10,59,,True,2.04,106.5,11h36m,22h14m,9.47
529,NGC 1726,NGC 1726,Galaxy,Eridanus,12.1,1.4,4,59.7,-,7,45,,True,4.1,104.11,11h25m,22h26m,9.67
531,NGC 1741,NGC 1741,Galaxy,Eridanus,13.4,1.7,5,1.6,-,4,16,,True,6.1,101.22,11h14m,22h41m,9.92
533,NGC 1752,NGC 1752,Galaxy,Eridanus,13.0,2.6,5,2.1,-,8,14,,True,3.36,104.05,11h29m,22h27m,9.68
535,NGC 1778,NGC 1778,Open Cluster,Auriga,7.7,7.0,5,8.1,+,37,3,,True,30.68,65.91,8h14m,1h58m,13.2
536,NGC 1779,NGC 1779,Galaxy,Eridanus,13.0,2.6,5,5.3,-,9,9,,True,2.23,104.18,11h35m,22h27m,9.68
537,NGC 1784,NGC 1784,Galaxy,Lepus,11.8,4.2,5,5.4,-,11,52,,True,0.53,106.14,11h46m,22h17m,9.52
542,NGC 1807,NGC 1807,Open Cluster,Taurus,7.0,17.0,5,10.7,+,16,32,,True,18.11,83.76,10h06m,0h11m,11.42
544,NGC 1817,NGC 1817,Open Cluster,Taurus,7.7,16.0,5,12.1,+,16,42,,True,17.95,83.39,10h06m,0h14m,11.47
550,NGC 1857,NGC 1857,Open Cluster,Auriga,7.0,6.0,5,20.2,+,39,21,,True,29.88,62.24,8h07m,2h29m,13.72
553,NGC 1883,NGC 1883,Open Cluster,Auriga,12.0,3.0,5,25.9,+,46,33,,True,32.59,54.34,6h36m,4h12m,15.43
556,NGC 1893,NGC 1893,Open Cluster,Auriga,7.5,11.0,5,22.7,+,33,24,,True,26.2,67.47,8h54m,1h47m,13.02
557,NGC 1907,NGC 1907,Open Cluster,Auriga,8.2,7.0,5,28.0,+,35,19,,True,26.38,65.01,8h46m,2h05m,13.32
558,NGC 1931,NGC 1931,Cluster Nebulosity,Auriga,11.3,3.0,5,31.4,+,34,15,,True,25.2,65.58,8h57m,2h01m,13.25
561,NGC 1961,NGC 1961,Galaxy,Camelopardalis,11.1,4.3,5,42.1,+,69,23,,True,39.46,27.1,---,---,---
565,NGC 2022,NGC 2022,Planetary Nebula,Orion,12.0,0.3,5,42.1,+,9,5,,True,7.55,84.44,11h06m,0h14m,11.47
572,NGC 2126,NGC 2126,Open Cluster,Auriga,10.0,6.0,6,3.0,+,49,54,,True,29.02,47.35,---,---,---
573,NGC 2129,NGC 2129,Open Cluster,Gemini,6.7,7.0,6,1.0,+,23,18,,True,13.4,70.47,10h26m,1h31m,12.75
575,NGC 2141,NGC 2141,Open Cluster,Orion,9.4,10.0,6,3.1,+,10,26,,True,4.68,79.99,11h21m,0h40m,11.9
576,NGC 2146,NGC 2146,Galaxy,Camelopardalis,10.5,6.0,6,18.7,+,78,21,,True,39.58,15.04,---,---,---
577,NGC 2158,NGC 2158,Open Cluster,Gemini,8.6,5.0,6,7.5,+,24,6,,True,12.81,68.91,10h29m,1h41m,12.92
578,NGC 2169,NGC 2169,Open Cluster,Orion,5.9,7.0,6,8.4,+,13,57,,True,6.02,76.45,11h13m,0h59m,12.22
579,NGC 2175,NGC 2175,Open Cluster,Orion,6.8,18.0,6,9.8,+,20,19,,True,10.07,71.34,10h48m,1h27m,12.68
583,NGC 2192,NGC 2192,Open Cluster,Auriga,11.0,6.0,6,15.2,+,39,51,,True,21.47,55.01,8h57m,3h29m,14.72
584,NGC 2194,NGC 2194,Open Cluster,Orion,8.5,10.0,6,13.8,+,12,48,,True,4.31,76.44,11h23m,1h00m,12.23
595,NGC 2256,NGC 2256,Galaxy,Camelopardalis,14.0,2.6,6,47.2,+,74,14,,True,36.48,19.08,---,---,---
597,NGC 2258,NGC 2258,Galaxy,Camelopardalis,13.0,2.6,6,47.8,+,74,29,,True,36.55,18.79,---,---,---
600,NGC 2266,NGC 2266,Open Cluster,Gemini,10.0,7.0,6,43.2,+,26,58,,True,8.72,61.22,10h51m,2h31m,13.75
601,NGC 2268,NGC 2268,Galaxy,Camelopardalis,11.5,3.4,7,14.0,+,84,23,,True,39.82,6.81,---,---,---
603,NGC 2273,NGC 2273,Galaxy,Lynx,12.0,3.5,6,50.1,+,60,51,,True,29.38,32.64,---,---,---
604,NGC 2276,NGC 2276,Galaxy,Cepheus,11.4,2.6,7,27.0,+,85,45,,True,40.19,5.05,---,---,---
605,NGC 2281,NGC 2281,Open Cluster,Auriga,5.4,15.0,6,49.3,+,41,4,,True,17.39,49.8,9h18m,4h14m,15.47
607,NGC 2290,NGC 2290,Galaxy,Gemini,15.0,1.5,6,51.0,+,33,26,,True,11.89,55.29,10h22m,3h15m,14.48
608,NGC 2291,NGC 2291,Galaxy,Gemini,16.0,1.3,6,51.0,+,33,32,,True,11.95,55.22,10h21m,3h16m,14.5
609,NGC 2294,NGC 2294,Galaxy,Gemini,15.0,1.1,6,51.2,+,33,32,,True,11.92,55.19,10h21m,3h16m,14.5
611,NGC 2300,NGC 2300,Galaxy,Cepheus,11.0,3.1,7,32.0,+,85,43,,True,40.08,5.04,---,---,---
614,NGC 2304,NGC 2304,Open Cluster,Gemini,10.0,5.0,6,55.0,+,18,1,,True,0.83,65.83,11h44m,2h02m,13.27
618,NGC 2314,NGC 2314,Galaxy,Camelopardalis,11.9,2.1,7,10.5,+,75,20,,True,35.66,16.99,---,---,---
620,NGC 2329,NGC 2329,Galaxy,Lynx,14.0,1.6,7,9.2,+,48,37,,True,19.63,41.28,---,---,---
621,NGC 2331,NGC 2331,Open Cluster,Gemini,9.0,18.0,7,7.2,+,27,21,,True,5.23,57.38,11h13m,2h56m,14.17
623,NGC 2336,NGC 2336,Galaxy,Camelopardalis,10.5,6.9,7,27.1,+,80,11,,True,37.43,11.27,---,---,---
624,NGC 2337,NGC 2337,Galaxy,Lynx,13.0,2.6,7,10.2,+,44,27,,True,16.68,44.36,8h58m,5h17m,16.52
629,NGC 2344,NGC 2344,Galaxy,Lynx,12.1,2.0,7,12.5,+,47,10,,True,18.24,42.0,8h03m,6h17m,17.52
630,NGC 2347,NGC 2347,Galaxy,Camelopardalis,12.5,2.0,7,16.1,+,64,43,,True,29.27,27.06,---,---,---
633,NGC 2357,NGC 2357,Galaxy,Gemini,14.0,4.5,7,17.6,+,23,22,,True,0.95,58.31,11h43m,2h47m,14.02
634,NGC 2366,NGC 2366,Galaxy,Camelopardalis,10.9,7.6,7,28.9,+,69,13,,True,31.04,22.07,---,---,---
637,NGC 2371,NGC 2371,Planetary Nebula,Gemini,13.0,0.9,7,25.6,+,29,29,,True,4.01,52.82,11h20m,3h26m,14.67
639,NGC 2379,NGC 2379,Galaxy,Gemini,13.5,1.1,7,27.4,+,33,49,,True,6.84,49.58,10h56m,3h54m,15.13
640,NGC 2389,NGC 2389,Galaxy,Gemini,12.8,2.1,7,29.1,+,33,51,,True,6.65,49.3,10h57m,3h56m,15.17
646,NGC 2403,NGC 2403,Galaxy,Camelopardalis,8.4,17.0,7,36.9,+,65,36,,True,28.15,24.69,---,---,---
648,NGC 2415,NGC 2415,Galaxy,Lynx,12.4,1.0,7,36.9,+,35,15,,True,6.58,47.15,10h55m,4h13m,15.45
649,NGC 2419,NGC 2419,Globular Cluster,Lynx,10.4,4.1,7,38.1,+,38,53,,True,9.1,44.52,10h28m,4h43m,15.95
653,NGC 2424,NGC 2424,Galaxy,Lynx,12.6,4.0,7,40.7,+,39,14,,True,9.03,43.92,10h28m,4h48m,16.03
660,NGC 2441,NGC 2441,Galaxy,Camelopardalis,12.2,2.2,7,52.2,+,73,2,,True,32.03,17.24,---,---,---
662,NGC 2444,NGC 2444,Galaxy,Lynx,12.9,2.3,7,46.9,+,39,2,,True,8.1,43.13,10h36m,4h53m,16.12
663,NGC 2445,NGC 2445,Galaxy,Lynx,13.0,2.1,7,46.9,+,39,1,,True,8.08,43.14,10h36m,4h53m,16.12
667,NGC 2460,NGC 2460,Galaxy,Camelopardalis,11.7,2.9,7,56.9,+,60,21,,True,22.88,27.12,---,---,---
669,NGC 2468,NGC 2468,Galaxy,Lynx,15.0,1.3,7,58.0,+,56,22,,True,19.84,29.9,---,---,---
670,NGC 2469,NGC 2469,Galaxy,Lynx,13.0,1.1,7,58.1,+,56,41,,True,20.08,29.67,---,---,---
671,NGC 2474,NGC 2474,Galaxy,Lynx,14.0,0.6,7,57.9,+,52,51,,True,17.23,32.35,---,---,---
672,NGC 2475,NGC 2475,Galaxy,Lynx,14.0,0.8,7,58.0,+,52,51,,True,17.23,32.35,---,---,---
677,NGC 2484,NGC 2484,Galaxy,Lynx,15.0,1.6,7,58.5,+,37,47,,True,5.72,42.19,10h58m,4h54m,16.13
680,NGC 2493,NGC 2493,Galaxy,Lynx,13.0,2.5,8,0.4,+,39,50,,True,7.05,40.6,10h42m,5h13m,16.45
681,NGC 2500,NGC 2500,Galaxy,Lynx,11.6,2.9,8,1.9,+,50,44,,True,15.24,33.32,---,---,---
689,NGC 2521,NGC 2521,Galaxy,Lynx,14.0,1.5,8,8.8,+,57,46,,True,19.94,27.74,---,---,---
690,NGC 2523,NGC 2523,Galaxy,Camelopardalis,12.0,3.0,8,15.0,+,73,35,,True,31.21,15.42,---,---,---
693,NGC 2532,NGC 2532,Galaxy,Lynx,12.4,2.2,8,10.2,+,33,57,,True,1.44,42.68,11h37m,4h38m,15.87
695,NGC 2534,NGC 2534,Galaxy,Lynx,14.0,1.7,8,12.9,+,55,40,,True,17.97,28.71,---,---,---
698,NGC 2537,NGC 2537,Galaxy,Lynx,11.7,1.7,8,13.2,+,46,0,,True,10.39,34.87,9h34m,6h47m,18.02
700,NGC 2541,NGC 2541,Galaxy,Lynx,11.8,6.6,8,14.7,+,49,4,,True,12.65,32.76,---,---,---
701,NGC 2543,NGC 2543,Galaxy,Lynx,13.0,2.5,8,13.0,+,36,15,,True,2.83,40.85,11h24m,4h56m,16.17
702,NGC 2544,NGC 2544,Galaxy,Camelopardalis,12.0,1.1,8,21.7,+,73,59,,True,31.19,14.7,---,---,---
705,NGC 2549,NGC 2549,Galaxy,Lynx,11.1,4.2,8,19.0,+,57,48,,True,19.1,26.61,---,---,---
706,NGC 2550,NGC 2550,Galaxy,Camelopardalis,13.0,1.2,8,24.6,+,74,1,,True,31.07,14.51,---,---,---
707,NGC 2551,NGC 2551,Galaxy,Camelopardalis,12.0,1.9,8,24.8,+,73,25,,True,30.61,14.96,---,---,---
708,NGC 2552,NGC 2552,Galaxy,Lynx,12.2,3.2,8,19.3,+,50,1,,True,12.94,31.55,---,---,---
728,NGC 2591,NGC 2591,Galaxy,Camelopardalis,13.0,3.2,8,37.4,+,78,2,,True,33.53,10.65,---,---,---
739,NGC 2633,NGC 2633,Galaxy,Camelopardalis,11.9,2.6,8,48.1,+,74,6,,True,30.1,13.01,---,---,---
740,NGC 2634,NGC 2634,Galaxy,Camelopardalis,13.0,2.2,8,48.4,+,73,58,,True,29.98,13.08,---,---,---
742,NGC 2636,NGC 2636,Galaxy,Camelopardalis,14.0,0.5,8,48.4,+,73,40,,True,29.74,13.29,---,---,---
744,NGC 2646,NGC 2646,Galaxy,Camelopardalis,12.0,1.7,8,50.4,+,73,28,,True,29.49,13.31,---,---,---
747,NGC 2655,NGC 2655,Galaxy,Camelopardalis,10.1,5.1,8,55.6,+,78,13,,True,33.09,9.64,---,---,---
757,NGC 2691,NGC 2691,Galaxy,Lynx,14.0,1.6,8,54.8,+,39,32,,True,1.08,32.18,11h39m,6h05m,17.32
760,NGC 2712,NGC 2712,Galaxy,Lynx,12.0,2.9,8,59.5,+,44,55,,True,5.04,28.69,10h40m,7h13m,18.45
762,NGC 2715,NGC 2715,Galaxy,Camelopardalis,11.4,5.0,9,8.1,+,78,5,,True,32.6,9.12,---,---,---
768,NGC 2732,NGC 2732,Galaxy,Camelopardalis,11.9,2.3,9,13.4,+,79,11,,True,33.36,8.12,---,---,---
771,NGC 2748,NGC 2748,Galaxy,Camelopardalis,11.7,3.1,9,13.7,+,76,29,,True,31.09,9.87,---,---,---
780,NGC 2776,NGC 2776,Galaxy,Lynx,11.6,2.9,9,12.2,+,44,57,,True,4.01,26.7,10h52m,7h26m,18.67
789,NGC 2798,NGC 2798,Galaxy,Lynx,12.3,2.8,9,17.4,+,42,0,,True,1.14,27.25,11h37m,6h52m,18.1
790,NGC 2799,NGC 2799,Galaxy,Lynx,14.0,1.9,9,17.5,+,42,0,,True,1.13,27.23,11h37m,6h52m,18.1
835,NGC 2963,NGC 2963,Galaxy,Draco,14.0,1.4,9,47.8,+,72,58,,True,26.94,9.57,---,---,---
842,NGC 2977,NGC 2977,Galaxy,Draco,13.0,1.7,9,43.8,+,74,52,,True,28.77,8.93,---,---,---
868,NGC 3057,NGC 3057,Galaxy,Draco,14.0,2.5,10,5.6,+,80,17,,True,33.21,5.06,---,---,---
870,NGC 3061,NGC 3061,Galaxy,Draco,14.0,2.0,9,56.2,+,75,52,,True,29.35,7.63,---,---,---
891,NGC 3144,NGC 3144,Galaxy,Draco,14.0,1.4,10,15.5,+,74,13,,True,27.37,7.0,---,---,---
893,NGC 3147,NGC 3147,Galaxy,Draco,10.7,4.0,10,16.9,+,73,24,,True,26.56,7.21,---,---,---
902,NGC 3183,NGC 3183,Galaxy,Draco,13.0,2.5,10,21.8,+,74,10,,True,27.19,6.56,---,---,---
925,NGC 3252,NGC 3252,Galaxy,Draco,14.0,2.1,10,34.4,+,73,46,,True,26.54,5.77,---,---,---
957,NGC 3329,NGC 3329,Galaxy,Draco,13.0,2.1,10,44.7,+,76,49,,True,29.32,4.18,---,---,---
960,NGC 3343,NGC 3343,Galaxy,Draco,15.0,1.6,10,46.1,+,73,21,,True,25.94,4.98,---,---,---
972,NGC 3403,NGC 3403,Galaxy,Draco,13.0,3.1,10,53.9,+,73,41,,True,26.15,4.3,---,---,---
1040,NGC 3682,NGC 3682,Galaxy,Draco,13.0,2.0,11,27.7,+,66,35,,True,18.76,2.28,---,---,---
1052,NGC 3735,NGC 3735,Galaxy,Draco,12.0,4.2,11,36.0,+,70,32,,True,22.64,1.22,---,---,---
1113,NGC 4108,NGC 4108,Galaxy,Draco,13.0,1.9,12,6.8,+,67,10,,True,19.3,358.23,---,---,---
1116,NGC 4120,NGC 4120,Galaxy,Draco,14.0,1.9,12,8.5,+,69,33,,True,21.68,358.21,---,---,---
1117,NGC 4121,NGC 4121,Galaxy,Draco,14.0,0.6,12,7.9,+,65,7,,True,17.26,357.97,---,---,---
1120,NGC 4125,NGC 4125,Galaxy,Draco,9.8,5.1,12,8.1,+,65,11,,True,17.32,357.96,---,---,---
1121,NGC 4127,NGC 4127,Galaxy,Camelopardalis,13.0,2.3,12,8.4,+,76,48,,True,28.91,358.76,---,---,---
1122,NGC 4128,NGC 4128,Galaxy,Draco,13.0,2.8,12,8.5,+,68,46,,True,20.9,358.15,---,---,---
1133,NGC 4210,NGC 4210,Galaxy,Draco,13.0,2.2,12,15.3,+,65,59,,True,18.19,357.24,---,---,---
1137,NGC 4221,NGC 4221,Galaxy,Draco,14.0,2.3,12,16.0,+,66,14,,True,18.44,357.19,---,---,---
1143,NGC 4236,NGC 4236,Galaxy,Draco,9.7,18.0,12,16.7,+,69,28,,True,21.65,357.44,---,---,---
1144,NGC 4238,NGC 4238,Galaxy,Draco,14.0,1.9,12,16.9,+,63,25,,True,15.65,356.82,---,---,---
1148,NGC 4250,NGC 4250,Galaxy,Draco,13.0,2.7,12,17.4,+,70,48,,True,22.99,357.51,---,---,---
1150,NGC 4256,NGC 4256,Galaxy,Draco,12.0,4.6,12,18.7,+,65,54,,True,18.13,356.87,---,---,---
1165,NGC 4291,NGC 4291,Galaxy,Draco,12.0,2.2,12,20.3,+,75,22,,True,27.55,357.81,---,---,---
1177,NGC 4319,NGC 4319,Galaxy,Draco,12.0,3.1,12,21.7,+,75,19,,True,27.51,357.7,---,---,---
1181,NGC 4331,NGC 4331,Galaxy,Draco,15.0,2.0,12,22.4,+,76,11,,True,28.36,357.76,---,---,---
1182,NGC 4332,NGC 4332,Galaxy,Draco,13.0,2.3,12,22.8,+,65,51,,True,18.12,356.43,---,---,---
1196,NGC 4363,NGC 4363,Galaxy,Draco,15.0,1.5,12,23.5,+,74,57,,True,27.16,357.53,---,---,---
1205,NGC 4386,NGC 4386,Galaxy,Draco,12.0,3.0,12,24.5,+,75,32,,True,27.74,357.54,---,---,---
1209,NGC 4391,NGC 4391,Galaxy,Draco,14.0,1.4,12,25.3,+,64,56,,True,17.25,356.04,---,---,---
1232,NGC 4441,NGC 4441,Galaxy,Draco,14.0,4.7,12,27.3,+,64,48,,True,17.15,355.8,---,---,---
1275,NGC 4545,NGC 4545,Galaxy,Draco,13.0,2.8,12,34.6,+,63,31,,True,16.0,354.8,---,---,---
1289,NGC 4589,NGC 4589,Galaxy,Draco,12.0,3.0,12,37.4,+,74,12,,True,26.54,356.37,---,---,---
1313,NGC 4648,NGC 4648,Galaxy,Draco,13.0,2.2,12,41.8,+,74,25,,True,26.82,356.1,---,---,---
1350,NGC 4749,NGC 4749,Galaxy,Draco,14.0,1.9,12,51.2,+,71,38,,True,24.24,354.73,---,---,---
