,ObjectNum,Name,Type,Constellation,Magnitude,Size,RAHour,RAMinute,DecSign,DecDeg,DecMinute,Distance (ly),Above_Horizon,Alt,Az,Rise,Set,Hours_Until_Set
2234,NGC 7764,NGC 7764,Galaxy,Phoenix,12.3,1.5,23,50.9,-,40,44,,True,7.35,179.77,9h12m,14h23m,1.62
2235,NGC 7768,NGC 7768,Galaxy,Pegasus,14.0,1.7,23,50.9,+,27,10,,True,75.11,178.91,3h58m,19h37m,6.85
2236,NGC 7769,NGC 7769,Galaxy,Pegasus,12.1,1.8,23,51.1,+,20,9,,True,68.12,179.15,4h31m,19h04m,6.3
2237,NGC 7770,NGC 7770,Galaxy,Pegasus,15.0,1.0,23,51.4,+,20,6,,True,68.06,178.96,4h32m,19h04m,6.3
2238,NGC 7771,NGC 7771,Galaxy,Pegasus,12.3,2.7,23,51.4,+,20,7,,True,68.08,178.93,4h32m,19h04m,6.3
2239,NGC 7779,NGC 7779,Galaxy,Pisces,14.0,1.6,23,53.4,+,7,52,,True,55.84,178.35,5h22m,18h18m,5.53
2240,NGC 7780,NGC 7780,Galaxy,Pisces,15.0,1.2,23,53.6,+,8,7,,True,56.08,178.31,5h21m,18h19m,5.55
2241,NGC 7782,NGC 7782,Galaxy,Pisces,13.0,2.4,23,53.9,+,7,58,,True,55.93,178.15,5h22m,18h18m,5.53
2242,NGC 7783,NGC 7783,Galaxy,Pisces,14.0,1.9,23,54.2,+,0,23,,True,48.35,178.32,5h50m,17h51m,5.08
2243,NGC 7785,NGC 7785,Galaxy,Pisces,11.6,2.3,23,55.3,+,5,55,,True,53.87,177.64,5h31m,18h12m,5.43
2244,NGC 7788,NGC 7788,Open Cluster,Cassiopeia,9.0,9.0,23,56.7,+,61,24,,True,70.62,2.48,---,---,---
2245,NGC 7789,NGC 7789,Open Cluster,Cassiopeia,6.7,16.0,23,57.0,+,56,44,,True,75.28,4.13,---,---,---
2246,NGC 7790,NGC 7790,Open Cluster,Cassiopeia,8.5,17.0,23,58.4,+,61,13,,True,70.79,3.16,---,---,---
2247,NGC 7793,NGC 7793,Galaxy,Sculptor,9.1,9.1,23,57.8,-,32,35,,True,15.41,178.23,8h16m,15h33m,2.78
2249,NGC 7798,NGC 7798,Galaxy,Pegasus,13.0,1.5,23,59.4,+,20,45,,True,68.62,173.77,4h37m,19h15m,6.48
2250,NGC 7800,NGC 7800,Galaxy,Pegasus,13.0,2.6,23,59.6,+,14,49,,True,62.69,174.79,5h02m,18h50m,6.07
2251,NGC 7805,NGC 7805,Galaxy,Pegasus,14.0,1.4,0,1.4,+,31,26,,True,79.14,166.61,3h45m,20h11m,7.42
2252,NGC 7806,NGC 7806,Galaxy,Pegasus,14.0,1.3,0,1.5,+,31,27,,True,79.15,166.55,3h45m,20h11m,7.42
2253,NGC 7814,NGC 7814,Galaxy,Pegasus,10.5,6.3,0,3.3,+,16,9,,True,63.95,172.59,5h00m,18h59m,6.22
2254,NGC 7816,NGC 7816,Galaxy,Pisces,14.0,1.9,0,3.8,+,7,28,,True,55.31,173.85,5h34m,18h27m,5.68
2255,NGC 7817,NGC 7817,Galaxy,Pegasus,12.0,3.7,0,4.0,+,20,45,,True,68.51,170.87,4h42m,19h19m,6.55
2256,NGC 7819,NGC 7819,Galaxy,Pegasus,14.0,2.0,0,4.4,+,31,29,,True,79.04,163.32,3h48m,20h14m,7.47
2257,M1,NGC 1952 Crab Nebula,Supernova Remnant,Taurus,8.4,6.0,5,34.5,+,22,1.0,"6,300",True,17.3,75.61,10h06m,0h59m,12.22
2258,M2,NGC 7089  ,Globular Cluster,Aquarius,6.5,12.9,21,33.5,-,0,49.0,"37,500",True,37.29,224.73,3h34m,15h26m,2.67
2262,M11,NGC 6705 Wild Duck Cluster,Open Cluster,Scutum,6.3,14.0,18,51.1,-,6,16.0,"6,000",True,7.14,254.97,1h12m,12h25m,23.65
2263,M13,NGC 6205 Hercules Globular Cluster,Globular Cluster,Hercules,5.8,16.6,16,41.7,+,36,28.0,"22,800",True,12.97,307.9,19h50m,13h25m,0.65
2264,M15,NGC 7078  ,Globular Cluster,Pegasus,6.2,12.3,21,30.0,+,12,10.0,"33,600",True,47.43,235.82,2h43m,16h11m,3.42
2272,M26,NGC 6694  ,Open Cluster,Scutum,8.0,15.0,18,45.2,-,9,24.0,"5,000",True,4.02,253.71,1h18m,12h08m,23.37
2273,M27,NGC 6853 Dumbbell Nebula,Planetary Nebula,Vulpecula,7.4,8.0,19,59.6,+,22,43.0,"1,250",True,38.81,266.7,0h29m,15h24m,2.63
2275,M29,NGC 6913  ,Open Cluster,Cygnus,7.1,7.0,20,23.9,+,38,32.0,"4,000",True,51.2,282.53,23h15m,17h23m,4.62
2276,M30,NGC 7099  ,Globular Cluster,Capricornus,7.2,11.0,21,40.4,-,23,11.0,"24,800",True,18.31,211.18,5h09m,14h06m,1.33
2277,M32,NGC 221 Satellite of M31,Elliptical Galaxy,Andromeda,8.1,8.0,0,42.7,+,40,52.0,"2,900,000",True,80.02,92.32,3h15m,22h03m,9.28
2278,M34,NGC 1039  ,Open Cluster,Perseus,5.5,35.0,2,42.0,+,42,47.0,"1,400",True,58.53,73.85,4h53m,0h27m,11.68
2279,M35,NGC 2168  ,Open Cluster,Gemini,5.3,28.0,6,8.9,+,24,20.0,"2,800",True,12.74,68.53,10h29m,1h43m,12.95
2280,M36,NGC 1960  ,Open Cluster,Auriga,6.3,12.0,5,36.1,+,34,8.0,"4,100",True,24.35,65.05,9h02m,2h05m,13.32
2281,M37,NGC 2099  ,Open Cluster,Auriga,6.2,24.0,5,52.4,+,32,33.0,"4,400",True,20.73,64.27,9h29m,2h11m,13.42
2282,M38,NGC 1912  ,Open Cluster,Auriga,7.4,21.0,5,28.7,+,35,50.0,"4,200",True,26.6,64.47,8h43m,2h10m,13.4
2283,M39,NGC 7092  ,Open Cluster,Cygnus,5.2,32.0,21,32.2,+,48,26.0,825,True,65.13,296.75,---,---,---
2284,M40,Winecke 4,Double Star,Ursa Major,9.0,0.82,12,22.2,+,58,5.0,510,True,10.44,355.63,---,---,---
2290,M51,NGC 5194 Whirlpool Galaxy,Spiral Galaxy,Canes Venatici,8.4,11.0,13,29.9,+,47,12.0,"37,000,000",True,2.23,343.26,14h19m,12h33m,23.78
2291,M52,NGC 7654  ,Open Cluster,Cassiopeia,7.3,13.0,23,24.2,+,61,35.0,"5,000",True,70.1,351.26,---,---,---
2295,M56,NGC 6779  ,Globular Cluster,Lyra,8.3,7.1,19,16.6,+,30,11.0,"31,600",True,35.07,281.21,23h05m,15h19m,2.55
2296,M57,NGC 6720 Ring Nebula,Planetary Nebula,Lyra,8.8,1.4,18,53.6,+,33,2.0,"4,100",True,32.45,287.25,22h25m,15h13m,2.45
2309,M71,NGC 6838  ,Globular Cluster,Sagitta,8.3,7.2,19,53.8,+,18,47.0,"11,700",True,35.32,263.83,0h41m,15h01m,2.25
2310,M72,NGC 6981,Globular Cluster,Aquarius,9.3,5.9,20,53.5,-,12,32.0,"52,800",True,22.1,227.09,3h38m,14h03m,1.28
2311,M73,NGC 6994  Group of 4 stars,Group/Asterism,Aquarius,9.0,2.8,20,59.0,-,12,38.0,"2,000",True,22.77,225.82,3h44m,14h09m,1.38
2312,M74,NGC 628 ,Spiral Galaxy,Pisces,9.4,10.2,1,36.7,+,15,47.0,"35,000,000",True,55.14,130.77,6h35m,20h31m,7.75
2313,M75,NGC 6864  ,Globular Cluster,Sagittarius,8.5,6.0,20,6.1,-,21,55.0,"57,700",True,7.94,230.85,3h29m,12h37m,23.85
2314,M76,"NGC 650 Little Dumbell, Cork, Butterfly Nebula",Planetary Nebula,Perseus,10.1,2.7,1,42.3,+,51,34.0,"3,400",True,68.69,53.75,---,---,---
2315,M77,NGC 1068 Cetus A,Spiral Galaxy,Cetus,8.9,7.0,2,42.7,+,0,1.0,"60,000,000",True,32.77,125.46,8h40m,20h38m,7.87
2316,M78,NGC 2068  ,Diffuse Nebula,Orion,8.3,8.0,5,46.7,+,0,3.0,"1,600",True,0.96,90.48,11h43m,23h41m,10.92
2319,M81,NGC 3031 Bode¹s Galaxy,Spiral Galaxy,Ursa Major,6.9,21.0,9,55.6,+,69,4.0,"12,000,000",True,23.14,10.69,---,---,---
2320,M82,NGC 3034 Cigar Galaxy,Irregular Galaxy,Ursa Major,8.4,9.0,9,55.8,+,69,41.0,"12,000,000",True,23.69,10.4,---,---,---
2330,M92,NGC 6341  ,Globular Cluster,Hercules,6.4,11.2,17,17.1,+,43,8.0,"26,400",True,22.44,308.61,19h22m,15h04m,2.3
2335,M97,NGC 3587 Owl Nebula,Planetary Nebula,Ursa Major,9.9,3.4,11,14.8,+,55,1.0,"2,600",True,7.46,5.02,---,---,---
2339,M101,NGC 5457 Pinwheel Galaxy,Spiral Galaxy,Ursa Major,7.9,22.0,14,3.2,+,54,21.0,"27,000,000",True,10.61,340.96,---,---,---
2340,M102,NGC 5866 Spindle Galaxy,Lenticular (S0) Galaxy,Draco,9.9,5.2,15,6.5,+,55,46.0,"40,000,000",True,16.35,333.65,---,---,---
2341,M103,NGC 581,Open Cluster,Cassiopeia,7.4,6.0,1,33.2,+,60,42.0,"8,000",True,65.67,31.3,---,---,---
2345,M108,NGC 3556,Spiral Galaxy,Ursa Major,10.0,8.0,11,11.5,+,55,40.0,"45,000,000",True,8.15,5.41,---,---,---
2346,M109,NGC 3992,Spiral Galaxy,Ursa Major,9.8,7.0,11,57.6,+,53,23.0,"55,000,000",True,5.58,358.81,---,---,---
2347,M110,NGC 205 Satellite of M31,Elliptical Galaxy,Andromeda,8.5,17.0,0,40.4,+,41,41.0,"2,900,000",True,80.58,87.9,3h04m,22h09m,9.38
2348,Mercury,Mercury,Planet,---,-1.05,0.1,---,---,---,---,---,0.0,True,51.93,152.54,6h28m,19h20m,6.57
2349,Venus,Venus,Planet,---,-4.37,0.36,---,---,---,---,---,0.0,True,45.34,106.66,7h36m,22h02m,9.27
2350,Mars,Mars,Planet,---,1.29,0.09,---,---,---,---,---,0.0,True,36.24,93.38,8h24m,23h06m,10.33
2352,Saturn,Saturn,Planet,---,-0.02,0.73,---,---,---,---,---,0.0,True,8.53,66.79,10h55m,1h55m,13.15
2353,Uranus,Uranus,Planet,---,6.0,0.21,---,---,---,---,---,0.0,True,33.95,205.12,5h02m,15h43m,2.95
2354,Neptune,Neptune,Planet,---,7.84,0.09,---,---,---,---,---,0.0,True,20.59,221.66,4h08m,14h02m,1.27
2355,Moon,Moon,Moon,---,-3.14,31.25,---,---,---,---,---,0.0,True,43.15,177.1,6h08m,17h53m,5.12
