ObjectNum,Name,Type,Constellation,Magnitude,Size,RAHour,RAMinute,DecSign,DecDeg,DecMinute,Distance (ly)
6884,NGC 6884,Planetary Nebula,Cygnus,13.0,0.1,20,10.4,+,46,28,
6885,NGC 6885,Open Cluster,Vulpecula,6.0,7.0,20,12.0,+,26,29,
6886,NGC 6886,Planetary Nebula,Sagitta,12.0,0.1,20,12.7,+,19,59,
6887,NGC 6887,Galaxy,Telescopium,12.0,4.1,20,17.2,-,52,47,
6890,NGC 6890,Galaxy,Sagittarius,12.5,1.5,20,18.3,-,44,48,
6891,NGC 6891,Planetary Nebula,Delphinus,12.0,1.2,20,15.2,+,12,42,
6893,NGC 6893,Galaxy,Telescopium,13.0,2.8,20,20.8,-,48,14,
6894,NGC 6894,Planetary Nebula,Cygnus,14.0,0.7,20,16.4,+,30,34,
6902,NGC 6902,Galaxy,Sagittarius,13.0,2.2,20,24.5,-,43,39,
6905,NGC 6905,Planetary Nebula,Delphinus,12.0,1.7,20,22.4,+,20,7,
6906,NGC 6906,Galaxy,Aquila,12.7,1.8,20,23.6,+,6,27,
6907,NGC 6907,Galaxy,Capricornus,11.3,3.4,20,25.1,-,24,49,
6909,NGC 6909,Galaxy,Telescopium,13.0,2.3,20,27.7,-,47,2,
6910,NGC 6910,Open Cluster,Cygnus,7.4,8.0,20,23.1,+,40,47,
6912,NGC 6912,Galaxy,Capricornus,14.0,1.6,20,26.9,-,18,38,
6913,NGC 6913,Open Cluster,Cygnus,6.6,7.0,20,23.9,+,38,32,
6921,NGC 6921,Galaxy,Vulpecula,15.0,1.1,20,28.5,+,25,43,
6923,NGC 6923,Galaxy,Microscopium,12.1,2.5,20,31.7,-,30,50,
6925,NGC 6925,Galaxy,Microscopium,11.3,4.1,20,34.3,-,31,59,
6926,NGC 6926,Galaxy,Aquila,12.4,2.1,20,33.1,-,2,1,
6927,NGC 6927,Galaxy,Delphinus,14.5,0.6,20,32.6,+,9,55,
6928,NGC 6928,Galaxy,Delphinus,12.6,2.2,20,32.8,+,9,56,
6929,NGC 6929,Galaxy,Aquila,13.5,0.9,20,33.4,-,2,2,
6930,NGC 6930,Galaxy,Delphinus,13.1,1.4,20,33.0,+,9,52,
6934,NGC 6934,Globular Cluster,Delphinus,8.9,5.9,20,34.2,+,7,24,
6935,NGC 6935,Galaxy,Indus,13.0,2.0,20,38.4,-,52,6,
6939,NGC 6939,Open Cluster,Cepheus,7.8,8.0,20,31.4,+,60,38,
6940,NGC 6940,Open Cluster,Vulpecula,6.3,31.0,20,34.6,+,28,18,
6942,NGC 6942,Galaxy,Indus,13.0,2.6,20,40.8,-,54,19,
6943,NGC 6943,Galaxy,Pavo,12.0,4.1,20,44.5,-,68,45,
6944,NGC 6944,Galaxy,Delphinus,13.3,1.7,20,38.4,+,7,0,
6946,NGC 6946,Galaxy,Cepheus,8.9,11.0,20,34.8,+,60,9,
6951,NGC 6951,Galaxy,Cepheus,11.1,3.8,20,37.2,+,66,6,
6954,NGC 6954,Galaxy,Delphinus,13.2,1.1,20,44.1,+,3,13,
6956,NGC 6956,Galaxy,Delphinus,14.0,2.1,20,44.0,+,12,31,
6958,NGC 6958,Galaxy,Microscopium,12.0,2.4,20,48.6,-,38,0,
6962,NGC 6962,Galaxy,Aquarius,12.0,3.0,20,47.3,+,0,19,
6963,NGC 6963,Galaxy,Aquarius,14.1,0.7,20,47.3,+,0,29,
6964,NGC 6964,Galaxy,Aquarius,12.7,1.9,20,47.4,+,0,18,
6970,NGC 6970,Galaxy,Indus,12.7,1.2,20,52.1,-,48,48,
6972,NGC 6972,Galaxy,Delphinus,14.0,1.4,20,50.0,+,9,54,
6978,NGC 6978,Galaxy,Aquarius,14.0,1.9,20,52.6,-,5,43,
6981,NGC 6981,Globular Cluster,Aquarius,9.4,5.9,20,53.5,-,12,32,
6984,NGC 6984,Galaxy,Indus,13.0,1.7,20,57.9,-,51,52,
6994,NGC 6994,Open Cluster,Aquarius,9.0,3.0,20,59.0,-,12,38,
6997,NGC 6997,Open Cluster,Cygnus,10.0,15.0,20,56.5,+,44,38,
7006,NGC 7006,Globular Cluster,Delphinus,10.6,2.8,21,1.5,+,16,11,
7007,NGC 7007,Galaxy,Indus,13.0,1.9,21,5.5,-,52,33,
7008,NGC 7008,Planetary Nebula,Cygnus,13.0,1.4,21,0.6,+,54,33,
7009,NGC 7009,Planetary Nebula,Aquarius,8.0,1.7,21,4.2,-,11,22,
7013,NGC 7013,Galaxy,Cygnus,12.0,4.9,21,3.6,+,29,54,
7014,NGC 7014,Galaxy,Indus,12.3,1.9,21,7.9,-,47,11,
7015,NGC 7015,Galaxy,Equuleus,13.0,2.0,21,5.7,+,11,25,
7020,NGC 7020,Galaxy,Pavo,12.0,4.3,21,11.4,-,64,3,
7023,NGC 7023,Cluster Nebulosity,Cepheus,7.0,18.0,21,0.5,+,68,10,
7026,NGC 7026,Planetary Nebula,Cygnus,13.0,0.4,21,6.3,+,47,51,
7027,NGC 7027,Planetary Nebula,Cygnus,10.0,0.3,21,7.1,+,42,14,
7029,NGC 7029,Galaxy,Indus,11.8,1.4,21,11.9,-,49,17,
7031,NGC 7031,Open Cluster,Cygnus,9.1,5.0,21,7.3,+,50,50,
7038,NGC 7038,Galaxy,Indus,12.0,3.0,21,15.2,-,47,13,
7039,NGC 7039,Open Cluster,Cygnus,7.6,25.0,21,11.2,+,45,39,
7041,NGC 7041,Galaxy,Indus,11.1,3.9,21,16.5,-,48,22,
7042,NGC 7042,Galaxy,Pegasus,13.0,2.2,21,13.8,+,13,33,
7046,NGC 7046,Galaxy,Equuleus,14.0,2.0,21,14.9,+,2,50,
7048,NGC 7048,Planetary Nebula,Cygnus,11.0,1.0,21,14.2,+,46,16,
7049,NGC 7049,Galaxy,Indus,10.7,2.8,21,19.0,-,48,34,
7052,NGC 7052,Galaxy,Vulpecula,14.0,2.8,21,18.6,+,26,27,
7059,NGC 7059,Galaxy,Pavo,13.0,3.2,21,27.4,-,60,1,
7062,NGC 7062,Open Cluster,Cygnus,8.3,7.0,21,23.2,+,46,23,
7063,NGC 7063,Open Cluster,Cygnus,7.0,8.0,21,24.4,+,36,30,
7064,NGC 7064,Galaxy,Indus,13.0,4.1,21,29.0,-,52,46,
7067,NGC 7067,Open Cluster,Cygnus,9.7,3.0,21,24.2,+,48,1,
7070,NGC 7070,Galaxy,Grus,12.3,2.1,21,30.5,-,43,6,
7072,NGC 7072,Galaxy,Grus,13.9,0.8,21,30.6,-,43,9,
7077,NGC 7077,Galaxy,Aquarius,14.0,0.8,21,29.9,+,2,25,
7078,NGC 7078,Globular Cluster,Pegasus,6.4,12.0,21,30.0,+,12,10,
7079,NGC 7079,Galaxy,Grus,11.6,2.8,21,32.5,-,44,5,
7080,NGC 7080,Galaxy,Vulpecula,14.0,2.0,21,30.0,+,26,43,
7082,NGC 7082,Open Cluster,Cygnus,7.2,25.0,21,29.4,+,47,5,
7083,NGC 7083,Galaxy,Indus,12.0,4.5,21,35.7,-,63,54,
7086,NGC 7086,Open Cluster,Cygnus,8.4,9.0,21,30.5,+,51,35,
7089,NGC 7089,Globular Cluster,Aquarius,6.5,12.0,21,33.5,-,0,49,
7090,NGC 7090,Galaxy,Indus,11.0,7.1,21,36.5,-,54,33,
7092,NGC 7092,Open Cluster,Cygnus,4.6,32.0,21,32.2,+,48,26,
7096,NGC 7096,Galaxy,Indus,13.0,2.7,21,41.3,-,63,54,
7097,NGC 7097,Galaxy,Grus,12.0,2.5,21,40.3,-,42,32,
7099,NGC 7099,Globular Cluster,Capricornus,7.5,11.0,21,40.4,-,23,11,
7102,NGC 7102,Galaxy,Pegasus,13.1,1.9,21,39.7,+,6,17,
7107,NGC 7107,Galaxy,Grus,13.0,1.9,21,42.4,-,44,48,
7119,NGC 7119,Galaxy,Grus,14.0,1.1,21,46.3,-,46,31,
7124,NGC 7124,Galaxy,Indus,13.0,2.7,21,48.1,-,50,34,
7125,NGC 7125,Galaxy,Indus,13.0,3.2,21,49.3,-,60,43,
7126,NGC 7126,Galaxy,Indus,13.0,2.3,21,49.3,-,60,37,
7128,NGC 7128,Open Cluster,Cygnus,9.7,3.0,21,44.0,+,53,43,
7129,NGC 7129,Cluster Nebulosity,Cepheus,12.0,8.0,21,41.3,+,66,6,
7135,NGC 7135,Galaxy,Piscis_Austrinus,11.7,2.8,21,49.8,-,34,53,
7137,NGC 7137,Galaxy,Pegasus,12.4,1.5,21,48.2,+,22,10,
7142,NGC 7142,Open Cluster,Cepheus,9.3,4.0,21,45.9,+,65,48,
7144,NGC 7144,Galaxy,Grus,10.7,3.5,21,52.7,-,48,15,
7145,NGC 7145,Galaxy,Grus,11.2,2.5,21,53.3,-,47,53,
7155,NGC 7155,Galaxy,Indus,13.0,1.9,21,56.2,-,49,32,
7156,NGC 7156,Galaxy,Pegasus,13.0,1.7,21,54.6,+,2,57,
7160,NGC 7160,Open Cluster,Cepheus,6.1,7.0,21,53.7,+,62,36,
7162,NGC 7162,Galaxy,Grus,13.0,2.8,21,59.8,-,43,19,
7163,NGC 7163,Galaxy,Piscis_Austrinus,13.4,1.8,21,59.3,-,31,53,
7166,NGC 7166,Galaxy,Grus,11.8,2.4,22,0.7,-,43,25,
7168,NGC 7168,Galaxy,Indus,13.0,2.0,22,2.1,-,51,45,
7171,NGC 7171,Galaxy,Aquarius,12.3,2.8,22,1.0,-,13,16,
7172,NGC 7172,Galaxy,Piscis_Austrinus,11.9,2.2,22,2.0,-,31,52,
7173,NGC 7173,Galaxy,Piscis_Austrinus,12.1,1.3,22,2.0,-,31,58,
7174,NGC 7174,Galaxy,Piscis_Austrinus,12.6,1.3,22,2.1,-,31,59,
7176,NGC 7176,Galaxy,Piscis_Austrinus,11.9,1.3,22,2.1,-,31,59,
7177,NGC 7177,Galaxy,Pegasus,11.2,3.3,22,0.7,+,17,44,
7180,NGC 7180,Galaxy,Aquarius,12.5,1.8,22,2.3,-,20,33,
7184,NGC 7184,Galaxy,Aquarius,12.0,5.8,22,2.7,-,20,49,
7192,NGC 7192,Galaxy,Indus,12.0,2.5,22,6.8,-,64,19,
7196,NGC 7196,Galaxy,Indus,11.5,1.9,22,6.0,-,50,7,
7201,NGC 7201,Galaxy,Piscis_Austrinus,14.0,1.7,22,6.5,-,31,16,
7202,NGC 7202,Galaxy,Piscis_Austrinus,13.0,1.3,22,6.7,-,31,12,
7203,NGC 7203,Galaxy,Piscis_Austrinus,13.0,1.9,22,6.7,-,31,10,
7205,NGC 7205,Galaxy,Indus,11.0,4.3,22,8.5,-,57,25,
7209,NGC 7209,Open Cluster,Lacerta,6.7,25.0,22,5.2,+,46,30,
7213,NGC 7213,Galaxy,Grus,10.5,1.9,22,9.3,-,47,10,
7214,NGC 7214,Galaxy,Piscis_Austrinus,12.4,1.9,22,9.1,-,27,49,
7217,NGC 7217,Galaxy,Pegasus,10.2,3.7,22,7.9,+,31,22,
7218,NGC 7218,Galaxy,Aquarius,12.1,2.5,22,10.2,-,16,40,
7219,NGC 7219,Galaxy,Tucana,13.0,2.4,22,13.1,-,64,51,
7221,NGC 7221,Galaxy,Piscis_Austrinus,12.0,2.2,22,11.3,-,30,37,
7226,NGC 7226,Open Cluster,Cepheus,9.6,2.0,22,10.5,+,55,25,
7229,NGC 7229,Galaxy,Piscis_Austrinus,12.0,1.8,22,14.0,-,29,25,
7232,NGC 7232,Galaxy,Grus,13.0,3.0,22,15.7,-,45,51,
7235,NGC 7235,Open Cluster,Cepheus,7.7,4.0,22,12.6,+,57,17,
7236,NGC 7236,Galaxy,Pegasus,13.5,1.0,22,14.7,+,13,51,
7237,NGC 7237,Galaxy,Pegasus,13.7,1.0,22,14.8,+,13,50,
7240,NGC 7240,Galaxy,Lacerta,13.8,0.8,22,15.4,+,37,17,
7241,NGC 7241,Galaxy,Pegasus,14.0,3.5,22,15.8,+,19,14,
7242,NGC 7242,Galaxy,Lacerta,12.0,2.6,22,15.7,+,37,18,
7243,NGC 7243,Open Cluster,Lacerta,6.4,21.0,22,15.3,+,49,53,
7244,NGC 7244,Galaxy,Pegasus,14.4,0.7,22,16.4,+,16,28,
7245,NGC 7245,Open Cluster,Lacerta,9.2,5.0,22,15.3,+,54,20,
7248,NGC 7248,Galaxy,Lacerta,14.0,2.1,22,16.9,+,40,30,
7252,NGC 7252,Galaxy,Aquarius,12.1,2.2,22,20.7,-,24,41,
7261,NGC 7261,Open Cluster,Cepheus,8.4,6.0,22,20.4,+,58,5,
7274,NGC 7274,Galaxy,Lacerta,14.0,1.8,22,24.2,+,36,8,
7280,NGC 7280,Galaxy,Pegasus,13.0,2.4,22,26.5,+,16,9,
7290,NGC 7290,Galaxy,Pegasus,14.0,1.8,22,28.4,+,17,9,
7292,NGC 7292,Galaxy,Pegasus,13.0,2.1,22,28.4,+,30,18,
7296,NGC 7296,Open Cluster,Lacerta,10.0,4.0,22,28.2,+,52,17,
7298,NGC 7298,Galaxy,Aquarius,14.0,1.5,22,30.8,-,14,11,
7300,NGC 7300,Galaxy,Aquarius,12.9,2.2,22,31.0,-,14,0,
7302,NGC 7302,Galaxy,Aquarius,12.1,1.9,22,32.4,-,14,7,
7307,NGC 7307,Galaxy,Grus,13.0,4.2,22,33.8,-,40,57,
7309,NGC 7309,Galaxy,Aquarius,12.5,2.1,22,34.3,-,10,21,
7314,NGC 7314,Galaxy,Piscis_Austrinus,10.9,4.6,22,35.8,-,26,3,
7316,NGC 7316,Galaxy,Pegasus,14.0,1.3,22,35.9,+,20,19,
7317,NGC 7317,Galaxy,Pegasus,13.6,1.0,22,35.9,+,33,57,
7318,NGC 7318,Galaxy,Pegasus,13.1,1.9,22,36.0,+,33,58,
7319,NGC 7319,Galaxy,Pegasus,13.1,1.7,22,36.1,+,33,59,
7320,NGC 7320,Galaxy,Pegasus,12.7,2.2,22,36.1,+,33,57,
7329,NGC 7329,Galaxy,Tucana,12.0,4.2,22,40.5,-,66,28,
7331,NGC 7331,Galaxy,Pegasus,9.5,10.0,22,37.1,+,34,25,
7332,NGC 7332,Galaxy,Pegasus,11.0,4.2,22,37.4,+,23,48,
7333,NGC 7333,Galaxy,Pegasus,15.0,0.1,22,37.2,+,34,26,
7335,NGC 7335,Galaxy,Pegasus,15.0,1.7,22,37.3,+,34,27,
7338,NGC 7338,Galaxy,Pegasus,14.0,0.2,22,37.5,+,34,25,
7339,NGC 7339,Galaxy,Pegasus,12.1,3.0,22,37.8,+,23,47,
7343,NGC 7343,Galaxy,Pegasus,13.4,1.2,22,38.6,+,34,4,
7348,NGC 7348,Galaxy,Pegasus,15.0,1.3,22,40.6,+,11,54,
7354,NGC 7354,Planetary Nebula,Cepheus,13.0,0.3,22,40.4,+,61,17,
7361,NGC 7361,Galaxy,Piscis_Austrinus,12.5,3.5,22,42.3,-,30,3,
7363,NGC 7363,Galaxy,Pegasus,15.0,1.1,22,43.3,+,34,0,
7371,NGC 7371,Galaxy,Aquarius,12.1,2.1,22,46.1,-,11,0,
7377,NGC 7377,Galaxy,Aquarius,11.6,2.2,22,47.8,-,22,19,
7380,NGC 7380,Cluster Nebulosity,Cepheus,7.2,25.0,22,47.0,+,58,6,
7383,NGC 7383,Galaxy,Pegasus,13.9,1.0,22,49.6,+,11,36,
7385,NGC 7385,Galaxy,Pegasus,12.3,1.6,22,49.9,+,11,36,
7386,NGC 7386,Galaxy,Pegasus,12.5,2.1,22,50.0,+,11,42,
7387,NGC 7387,Galaxy,Pegasus,14.0,0.7,22,50.3,+,11,38,
7389,NGC 7389,Galaxy,Pegasus,13.4,1.3,22,50.3,+,11,35,
7392,NGC 7392,Galaxy,Aquarius,11.9,2.0,22,51.8,-,20,36,
7393,NGC 7393,Galaxy,Aquarius,14.0,2.0,22,51.7,-,5,33,
7410,NGC 7410,Galaxy,Grus,10.4,5.5,22,55.0,-,39,40,
7412,NGC 7412,Galaxy,Grus,11.4,4.0,22,55.8,-,42,39,
7416,NGC 7416,Galaxy,Aquarius,12.3,3.4,22,55.7,-,5,30,
7418,NGC 7418,Galaxy,Grus,11.4,3.3,22,56.6,-,37,2,
7419,NGC 7419,Open Cluster,Cepheus,13.0,2.0,22,54.3,+,60,50,
7421,NGC 7421,Galaxy,Grus,12.0,2.2,22,56.9,-,37,21,
7423,NGC 7423,Open Cluster,Cepheus,15.0,6.0,22,55.3,+,57,8,
7424,NGC 7424,Galaxy,Grus,11.0,7.6,22,57.3,-,41,4,
7428,NGC 7428,Galaxy,Pisces,14.0,2.6,22,57.3,-,1,2,
7437,NGC 7437,Galaxy,Pegasus,13.0,1.9,22,58.2,+,14,18,
7440,NGC 7440,Galaxy,Andromeda,15.0,1.9,22,58.5,+,35,48,
7442,NGC 7442,Galaxy,Pegasus,14.0,1.2,22,59.4,+,15,33,
7443,NGC 7443,Galaxy,Aquarius,14.0,1.8,23,0.1,-,12,48,
7444,NGC 7444,Galaxy,Aquarius,14.0,2.0,23,0.1,-,12,50,
7448,NGC 7448,Galaxy,Pegasus,11.7,2.7,23,0.1,+,15,59,
7454,NGC 7454,Galaxy,Pegasus,14.0,2.0,23,1.1,+,16,23,
7456,NGC 7456,Galaxy,Grus,12.0,5.9,23,2.1,-,39,35,
7457,NGC 7457,Galaxy,Pegasus,10.8,4.4,23,1.0,+,30,9,
7460,NGC 7460,Galaxy,Pisces,14.0,1.3,23,1.8,+,2,16,
7462,NGC 7462,Galaxy,Grus,13.0,3.7,23,2.8,-,40,50,
7463,NGC 7463,Galaxy,Pegasus,13.0,3.0,23,1.9,+,15,59,
7464,NGC 7464,Galaxy,Pegasus,14.0,0.7,23,1.9,+,15,58,
7465,NGC 7465,Galaxy,Pegasus,13.0,1.6,23,2.0,+,15,58,
7468,NGC 7468,Galaxy,Pegasus,14.0,1.1,23,3.0,+,16,36,
7469,NGC 7469,Galaxy,Pegasus,11.9,1.8,23,3.3,+,8,52,
7479,NGC 7479,Galaxy,Pegasus,11.0,4.1,23,4.9,+,12,19,
7492,NGC 7492,Globular Cluster,Aquarius,11.5,6.2,23,8.4,-,15,37,
7495,NGC 7495,Galaxy,Pegasus,15.0,2.1,23,9.0,+,12,4,
7496,NGC 7496,Galaxy,Grus,11.1,3.5,23,9.8,-,43,26,
7497,NGC 7497,Galaxy,Pegasus,13.0,5.0,23,9.1,+,18,11,
7499,NGC 7499,Galaxy,Pisces,13.8,1.4,23,10.4,+,7,35,
7501,NGC 7501,Galaxy,Pisces,13.8,0.8,23,10.5,+,7,35,
7503,NGC 7503,Galaxy,Pisces,13.8,0.9,23,10.7,+,7,34,
7507,NGC 7507,Galaxy,Sculptor,10.4,2.6,23,12.1,-,28,32,
7510,NGC 7510,Open Cluster,Cepheus,7.9,4.0,23,11.5,+,60,34,
7513,NGC 7513,Galaxy,Sculptor,11.8,3.2,23,13.2,-,28,22,
7518,NGC 7518,Galaxy,Pisces,14.0,1.5,23,13.1,+,6,19,
7531,NGC 7531,Galaxy,Grus,11.3,3.5,23,14.8,-,43,36,
7532,NGC 7532,Galaxy,Pisces,15.0,1.8,23,14.4,-,2,42,
7537,NGC 7537,Galaxy,Pisces,13.2,2.3,23,14.6,+,4,30,
7541,NGC 7541,Galaxy,Pisces,11.7,3.5,23,14.7,+,4,32,
7547,NGC 7547,Galaxy,Pegasus,15.0,1.3,23,15.0,+,18,58,
7549,NGC 7549,Galaxy,Pegasus,14.0,2.9,23,15.3,+,19,2,
7550,NGC 7550,Galaxy,Pegasus,14.0,1.7,23,15.3,+,18,57,
7552,NGC 7552,Galaxy,Grus,10.7,3.5,23,16.2,-,42,35,
7562,NGC 7562,Galaxy,Pisces,11.5,2.3,23,16.0,+,6,41,
7576,NGC 7576,Galaxy,Aquarius,13.0,1.5,23,17.4,-,4,44,
7578,NGC 7578,Galaxy,Pegasus,14.0,1.6,23,17.2,+,18,41,
7580,NGC 7580,Galaxy,Pegasus,15.0,0.9,23,17.6,+,14,0,
7582,NGC 7582,Galaxy,Grus,10.6,4.6,23,18.4,-,42,22,
7585,NGC 7585,Galaxy,Aquarius,11.7,2.3,23,18.0,-,4,39,
7587,NGC 7587,Galaxy,Pegasus,15.0,1.4,23,18.0,+,9,41,
7590,NGC 7590,Galaxy,Grus,11.6,2.7,23,18.9,-,42,14,
7592,NGC 7592,Galaxy,Aquarius,14.0,1.4,23,18.4,-,4,25,
7599,NGC 7599,Galaxy,Grus,11.4,4.4,23,19.3,-,42,15,
7600,NGC 7600,Galaxy,Aquarius,13.0,2.4,23,18.9,-,7,35,
7601,NGC 7601,Galaxy,Pegasus,15.0,1.5,23,18.8,+,9,14,
7603,NGC 7603,Galaxy,Pisces,14.0,1.7,23,19.0,+,0,15,
7606,NGC 7606,Galaxy,Aquarius,10.8,5.8,23,19.1,-,8,29,
7609,NGC 7609,Galaxy,Pegasus,15.0,1.5,23,19.5,+,9,29,
7610,NGC 7610,Galaxy,Pegasus,15.0,3.0,23,19.6,+,10,10,
7611,NGC 7611,Galaxy,Pisces,12.6,1.5,23,19.6,+,8,4,
7615,NGC 7615,Galaxy,Pegasus,16.0,1.2,23,19.9,+,8,24,
7617,NGC 7617,Galaxy,Pisces,13.8,1.0,23,20.2,+,8,10,
7619,NGC 7619,Galaxy,Pegasus,11.1,2.9,23,20.2,+,8,12,
7620,NGC 7620,Galaxy,Pegasus,14.0,1.3,23,20.1,+,24,13,
7623,NGC 7623,Galaxy,Pegasus,12.4,1.9,23,20.5,+,8,24,
7624,NGC 7624,Galaxy,Pegasus,13.4,1.1,23,20.4,+,27,19,
7625,NGC 7625,Galaxy,Pegasus,12.1,1.8,23,20.5,+,17,14,
7626,NGC 7626,Galaxy,Pegasus,11.2,2.5,23,20.7,+,8,13,
7631,NGC 7631,Galaxy,Pegasus,14.0,1.9,23,21.4,+,8,13,
7634,NGC 7634,Galaxy,Pegasus,14.0,1.5,23,21.6,+,8,52,
7640,NGC 7640,Galaxy,Andromeda,10.9,10.0,23,22.1,+,40,51,
7648,NGC 7648,Galaxy,Pegasus,14.0,1.9,23,23.8,+,9,39,
7649,NGC 7649,Galaxy,Pegasus,13.7,1.6,23,24.3,+,14,38,
7654,NGC 7654,Open Cluster,Cassiopeia,6.9,13.0,23,24.2,+,61,35,
7662,NGC 7662,Planetary Nebula,Andromeda,9.0,2.2,23,25.9,+,42,33,
7671,NGC 7671,Galaxy,Pegasus,12.7,1.7,23,27.3,+,12,28,
7672,NGC 7672,Galaxy,Pegasus,15.0,1.0,23,27.5,+,12,23,
7673,NGC 7673,Galaxy,Pegasus,12.7,1.7,23,27.7,+,23,35,
7674,NGC 7674,Galaxy,Pegasus,14.0,1.2,23,27.9,+,8,47,
7675,NGC 7675,Galaxy,Pegasus,15.0,0.7,23,28.0,+,8,46,
7677,NGC 7677,Galaxy,Pegasus,14.0,1.9,23,28.1,+,23,32,
7678,NGC 7678,Galaxy,Pegasus,12.2,2.3,23,28.5,+,22,25,
7679,NGC 7679,Galaxy,Pisces,12.7,1.9,23,28.8,+,3,31,
7682,NGC 7682,Galaxy,Pisces,13.4,1.2,23,29.1,+,3,32,
7685,NGC 7685,Galaxy,Pisces,15.0,2.1,23,30.6,+,3,54,
7686,NGC 7686,Open Cluster,Andromeda,5.6,15.0,23,30.2,+,49,8,
7689,NGC 7689,Galaxy,Phoenix,12.0,2.8,23,32.7,-,54,5,
7690,NGC 7690,Galaxy,Phoenix,13.0,2.8,23,32.9,-,51,41,
7702,NGC 7702,Galaxy,Phoenix,12.2,1.9,23,35.4,-,56,0,
7713,NGC 7713,Galaxy,Sculptor,12.0,4.3,23,36.5,-,37,56,
7714,NGC 7714,Galaxy,Pisces,13.0,2.1,23,36.2,+,2,9,
7715,NGC 7715,Galaxy,Pisces,15.0,2.6,23,36.4,+,2,9,
7716,NGC 7716,Galaxy,Pisces,12.2,2.3,23,36.5,+,0,18,
7720,NGC 7720,Galaxy,Pegasus,12.6,1.9,23,38.5,+,27,2,
7721,NGC 7721,Galaxy,Aquarius,11.8,3.4,23,38.8,-,6,31,
7723,NGC 7723,Galaxy,Aquarius,11.1,3.6,23,38.9,-,12,58,
7727,NGC 7727,Galaxy,Aquarius,10.7,4.2,23,39.9,-,12,18,
7731,NGC 7731,Galaxy,Pisces,14.0,1.7,23,41.6,+,3,45,
7732,NGC 7732,Galaxy,Pisces,15.0,2.0,23,41.7,+,3,44,
7738,NGC 7738,Galaxy,Pisces,14.0,2.2,23,44.1,+,0,31,
7741,NGC 7741,Galaxy,Pegasus,11.4,4.0,23,43.9,+,26,5,
7742,NGC 7742,Galaxy,Pegasus,11.5,2.0,23,44.3,+,10,46,
7743,NGC 7743,Galaxy,Pegasus,11.2,3.1,23,44.4,+,9,56,
7744,NGC 7744,Galaxy,Phoenix,13.0,2.3,23,45.0,-,42,55,
7750,NGC 7750,Galaxy,Pisces,14.0,1.8,23,46.7,+,3,47,
7752,NGC 7752,Galaxy,Pegasus,14.0,0.7,23,47.0,+,29,27,
7753,NGC 7753,Galaxy,Pegasus,13.0,3.4,23,47.1,+,29,29,
7755,NGC 7755,Galaxy,Sculptor,12.0,3.7,23,47.9,-,30,31,
7757,NGC 7757,Galaxy,Pisces,14.0,2.6,23,48.8,+,4,10,
7762,NGC 7762,Open Cluster,Cepheus,10.0,11.0,23,49.8,+,68,2,
7764,NGC 7764,Galaxy,Phoenix,12.3,1.5,23,50.9,-,40,44,
7768,NGC 7768,Galaxy,Pegasus,14.0,1.7,23,50.9,+,27,10,
7769,NGC 7769,Galaxy,Pegasus,12.1,1.8,23,51.1,+,20,9,
7770,NGC 7770,Galaxy,Pegasus,15.0,1.0,23,51.4,+,20,6,
7771,NGC 7771,Galaxy,Pegasus,12.3,2.7,23,51.4,+,20,7,
7779,NGC 7779,Galaxy,Pisces,14.0,1.6,23,53.4,+,7,52,
7780,NGC 7780,Galaxy,Pisces,15.0,1.2,23,53.6,+,8,7,
7782,NGC 7782,Galaxy,Pisces,13.0,2.4,23,53.9,+,7,58,
7783,NGC 7783,Galaxy,Pisces,14.0,1.9,23,54.2,+,0,23,
7785,NGC 7785,Galaxy,Pisces,11.6,2.3,23,55.3,+,5,55,
7788,NGC 7788,Open Cluster,Cassiopeia,9.0,9.0,23,56.7,+,61,24,
7789,NGC 7789,Open Cluster,Cassiopeia,6.7,16.0,23,57.0,+,56,44,
7790,NGC 7790,Open Cluster,Cassiopeia,8.5,17.0,23,58.4,+,61,13,
7793,NGC 7793,Galaxy,Sculptor,9.1,9.1,23,57.8,-,32,35,
7796,NGC 7796,Galaxy,Phoenix,12.0,2.3,23,59.0,-,55,27,
7798,NGC 7798,Galaxy,Pegasus,13.0,1.5,23,59.4,+,20,45,
7800,NGC 7800,Galaxy,Pegasus,13.0,2.6,23,59.6,+,14,49,
7805,NGC 7805,Galaxy,Pegasus,14.0,1.4,0,1.4,+,31,26,
7806,NGC 7806,Galaxy,Pegasus,14.0,1.3,0,1.5,+,31,27,
7814,NGC 7814,Galaxy,Pegasus,10.5,6.3,0,3.3,+,16,9,
7816,NGC 7816,Galaxy,Pisces,14.0,1.9,0,3.8,+,7,28,
7817,NGC 7817,Galaxy,Pegasus,12.0,3.7,0,4.0,+,20,45,
7819,NGC 7819,Galaxy,Pegasus,14.0,2.0,0,4.4,+,31,29,
