,name,alt_name,ra,dec,vmag,multiple,class,bii,lii,parallax,distance,absmag
5183,HR 1309,46Tau,04 13 33.10,+07 42 58.0,5.29,,STARF2V,-29.9613,184.932,0.03,129.4271340067942,-0.2701266720065574
5184,HR 766 ,,02 36 35.11,+07 43 46.9,5.81,,STAR,-46.8338,162.833,,279.72245085516414,-1.4236366237992994
5185,HR 1571,,04 54 47.81,+07 46 45.1,5.33,,STAR,-21.5886,191.445,,466.60425993865726,-3.0147434971858704
5186,HR 7974,14Del,20 49 48.31,+07 51 51.1,6.33,,STARA1V,-21.8987,54.7489,,499.4737790154998,-2.1625634695389078
5187,HR 1480,,04 39 06.19,+07 52 14.9,5.39,W,STARA5,-24.7583,188.995,,162.42847494876563,-0.6633108335493683
5188,HR 294 ,71EpsPsc,01 02 56.59,+07 53 24.0,4.28,D,STARK0III,-54.871,127.887,0.027,181.80400094599852,-2.0180171823739093
5189,HR 6390,,17 11 45.19,+07 53 40.9,6.33,,STARK0III,25.7276,28.5982,,366.4678401091252,-1.4901793426897125
5190,HR 7554,,19 50 17.50,+07 54 09.0,6.51,S,STARB2IV,-9.2767,46.8312,,2013.3109734390207,-5.0095543032011225
5191,HR 426 ,,01 28 22.90,+07 57 41.0,6.2,W,STARK1III,-53.787,138.54,,389.2080879440589,-1.750909282762895
5192,HR 2747,,07 15 39.41,+07 58 40.1,5.82,,STARM4III,8.9894,208.525,,517.7085360271768,-2.750426628646368
5193,HR 3424,,08 39 24.60,+08 01 01.9,6.45,,STARK1III,27.6196,218.165,,471.324245227054,-1.9165989036304891
5194,HR 6902,,18 25 38.81,+08 01 54.8,5.65,,STARG8III,9.3623,37.2127,,789.7248854651849,-3.8373791176322722
5195,HR 2503,17Mon,06 47 19.80,+08 02 13.9,4.77,,STARK4III,2.749,205.307,0.013,476.14069736806044,-3.6186765184521494
5196,HR 3950,29PiLeo,10 00 12.79,+08 02 39.1,4.7,,STARM2III,45.2618,230.01,0.017,406.17232589927943,-3.3435516495208724
5197,HR 4358,,11 14 01.80,+08 03 38.2,5.79,W,STARK3III,60.0812,247.993,,213.87303455548945,-0.8607801575002538
5198,HR 5394,,14 24 18.29,+08 05 06.0,6.19,,STARK4III,60.9172,356.345,0.015,404.6605182346419,-1.8454541668888238
5199,HR 5992,,16 05 37.80,+08 05 46.0,6.29,,STARA3,40.3543,19.7711,,461.3244380440189,-2.0300323069297805
5200,HR 4483,1OmeVir,11 38 27.60,+08 08 03.1,5.36,,STARM4III,64.3245,257.264,-0.005,497.1896001480509,-3.122610179035977
5201,HR 5480,31Boo,14 41 38.81,+08 09 42.1,4.86,,STARG7III,57.7575,2.0506,0.011,474.06450246674626,-3.519187184736719
5202,HR 8514,,22 20 55.80,+08 11 12.1,6.17,,STARF6V,-39.2539,71.6354,,102.43604827170897,1.1177359194138798
5203,HR 3755,3Leo,09 28 29.21,+08 11 17.9,5.71,,STARK0III,38.4953,224.644,,457.4423249608996,-2.59168172665495
5204,HR 80  ,41Psc,00 20 35.90,+08 11 25.1,5.37,,STAR,-53.8997,109.907,,439.56385134382936,-2.845109849519141
5205,HR 8219,,21 28 24.79,+08 11 44.2,6.4,,STARM1,-29.4901,61.2112,,923.9557441844798,-3.428255848975164
5206,HR 1254,,04 03 56.59,+08 11 49.9,5.46,,STARF2V,-31.5319,182.779,0.03,113.64333717669736,0.18228010775568482
5207,HR 7243,,19 06 22.20,+08 13 48.0,6.09,W,STARM7III,0.4541,41.9523,,776.5628040407652,-3.360882923924775
5208,HR 59  ,36Psc,00 16 34.10,+08 14 24.0,6.11,,STARG8II,-53.6367,108.278,,441.9463112427119,-2.116847566799069
5209,HR 5388,,14 24 00.91,+08 14 37.0,5.95,,STARA3V,61.0787,356.478,,418.1492021757967,-2.1566563624618746
5210,HR 4528,4Vir,11 47 54.89,+08 14 44.9,5.32,W,STARA1,65.8627,261.461,0.017,202.58160105411267,-1.2129999957550286
5211,HR 614 ,,02 06 12.31,+08 14 51.0,6.31,,STARM2III,-50.2567,152.672,,911.0513343495012,-3.4877142426949064
5212,HR 8393,19Peg,22 01 09.19,+08 15 25.9,5.65,,STAR,-35.6716,67.4325,,595.1758717100755,-3.22322658349243
5213,HR 4515,2XiVir,11 45 17.09,+08 15 29.9,4.85,,STARA4V,65.4803,260.183,0.039,122.01884687509218,-0.5821345821315926
5214,HR 6967,,18 33 23.30,+08 16 05.9,6.42,,STARB8III,7.751,38.2876,,1181.7260061489906,-3.942583965588188
5215,HR 2845,3BetCMi,07 27 09.00,+08 17 21.8,2.9,W,STARB8V,11.6785,209.52,0.019,161.70370733620297,-3.1435998848504507
5216,HR 3938,,09 58 07.61,+08 18 51.1,6.04,,STAR,44.9545,229.308,,449.87086578913295,-2.2254393430593096
5217,HR 2584,,06 55 34.61,+08 19 28.9,6.29,,STARA0V,4.6991,205.975,,312.4103234646756,-1.1836268825830603
5218,HR 7208,,19 02 21.60,+08 22 27.1,6.3,,STARK2III,1.4018,41.6255,,1144.4083427969172,-3.9929050758717253
5219,HR 2551,,06 52 49.39,+08 22 49.1,5.77,,STARF0V,4.1162,205.618,,203.2126963844993,-0.7697541922098239
5220,HR 870 ,,02 56 13.80,+08 22 54.1,5.97,,STARF7IV,-43.368,167.757,,139.26403829936865,0.25080507776744465
5221,HR 5156,,13 42 12.70,+08 23 17.9,6.16,,STARF3V,67.739,337.95,0.035,115.37190580018444,0.8494996665333208
5222,HR 1763,,05 21 43.61,+08 25 43.0,5.8,,STARB1V,-15.6073,194.624,,1744.1517523910234,-5.407921343231781
5223,HR 7820,,20 28 07.49,+08 26 15.0,6.25,,STARG9III,-17.0721,52.1894,,366.0565406252765,-1.5677408557299017
5224,HR 4559,6Vir,11 55 03.10,+08 26 38.0,5.58,,STAR,67.0415,264.789,,163.4869061138453,-0.4874148758004413
5225,HR 5385,,14 23 22.61,+08 26 42.0,6.86,,STARF0V,61.3319,356.555,0.016,215.0009081721301,0.19779852801937547
5226,HR 5386,,14 23 22.70,+08 26 48.1,5.12,,STARA0V,61.3327,356.558,0.016,215.0009081721301,-1.5422014719806247
5227,HR 6329,,17 01 59.09,+08 27 02.2,6.33,,STARA4V,28.1404,27.9537,0.01,379.25160197339693,-1.5646371196964388
5228,HR 3380,,08 34 13.30,+08 27 06.8,6.03,W,STARF3IV,26.6619,217.087,,206.42808715007683,-0.5438439411421632
5229,HR 718 ,73Xi2Cet,02 28 09.50,+08 27 36.0,4.28,,STARB9III,-47.3904,159.691,0.03,196.83547235794893,-2.190516833817594
5230,HR 7595,59XiAql,19 54 14.90,+08 27 41.0,4.71,,STARG9III,-9.8548,47.8128,0.023,183.5432626320323,-1.6086922368877703
5231,HR 942 ,,03 08 38.71,+08 28 14.9,6.28,,STARG9III,-41.3008,170.831,,395.3410638752987,-1.7048596331646513
5232,HR 9093,32Psc,00 02 29.69,+08 29 08.2,5.63,,STARF0V,-52.4634,102.809,,120.35290689930677,0.22771707845775158
5233,HR 1664,14Ori,05 07 52.90,+08 29 53.9,5.34,,STARA0,-18.4781,192.672,0.004,193.67955920256614,-1.0954189400961223
5234,HR 6010,47Ser,16 08 28.01,+08 32 03.1,5.73,,STARM3III,39.9486,20.7143,,585.5590263862143,-3.107853400045631
5235,HR 8491,,22 15 59.81,+08 32 57.8,6.21,,STARA1V,-38.1356,70.8559,,402.1656938312224,-1.8120251048584963
5236,HR 7648,,20 00 58.90,+08 33 29.2,5.91,,STARK5III,-11.2515,48.7396,,661.5748026310778,-3.192894779528128
5237,HR 635 ,64Cet,02 11 21.10,+08 34 10.9,5.63,,STARG0IV,-49.3887,154.199,0.034,133.83519807021804,-0.002851729990655194
5238,HR 5758,,15 30 55.39,+08 34 45.1,6.57,,STARF4V,48.0246,14.3358,,166.91728643660255,0.4574934209994943
5239,HR 5919,40Ser,15 54 40.30,+08 34 49.1,6.29,,STARA7V,42.958,18.5719,,264.5226096489224,-0.8223139929356185
5240,HR 6228,43Her,16 45 49.90,+08 34 57.0,5.15,W,STARK5III,31.774,26.0336,0.01,414.4299589544109,-2.9372557141189546
5241,HR 2494,16Mon,06 46 32.40,+08 35 13.9,5.93,,STARB2V,2.8247,204.728,,1028.8844722306667,-4.131833064825518
5242,HR 1397,,04 26 21.10,+08 35 25.1,6.06,,STARB6IV,-26.9049,186.305,,758.5032039467939,-3.3397870980163447
5243,HR 4741,,12 27 42.10,+08 36 37.1,6.37,,STARG8III,70.6494,284.964,,565.2623530279401,-2.391250310135619
5244,HR 3097,,07 57 15.91,+08 38 29.0,6.05,,STARK0III,18.5285,212.569,,336.93840671190225,-1.5877525893723083
5245,HR 4148,49Leo,10 35 02.21,+08 39 01.1,5.67,,STARA2V,52.8597,236.295,0.005,462.6331598540729,-2.656183790957284
5246,HR 2167,,06 08 47.21,+08 40 12.0,6.55,,STARB9V,-5.3969,200.309,,1399.8127798159717,-4.180349770784183
5247,HR 8815,57Peg,23 09 31.51,+08 40 37.9,5.12,,STARM4III,-46.5059,84.7735,0.007,782.1495868036484,-4.34644910104549
5248,HR 8826,59Peg,23 11 44.21,+08 43 12.0,5.16,,STARA5V,-46.7719,85.4717,0.029,249.16453605586048,-1.8224311431604985
5249,HR 4608,9OmiVir,12 05 12.50,+08 43 59.2,4.12,,STARG8III,68.6017,270.06,0.039,163.24143027883954,-1.9441519564644603
5250,HR 6770,71Oph,18 07 18.41,+08 44 02.0,4.64,,STARG8III,13.744,35.8169,0.021,248.21642138289297,-2.3341525497954665
5251,HR 4088,44Leo,10 25 15.19,+08 47 04.9,5.61,,STARM3III,50.9183,233.95,,844.9647090599,-4.024192852555505
5252,HR 8717,50RhoPeg,22 55 13.70,+08 48 56.9,4.9,,STARA1V,-44.3413,80.7897,0.006,273.8508628859122,-2.2875705685003904
5253,HR 50  ,35Psc,00 14 58.80,+08 49 14.9,5.79,,STARF0IV,-52.9809,107.863,0.017,205.00086593156593,-0.7687784776813684
5254,HR 7002,,18 38 21.00,+08 50 02.0,6.4,,STARM6III,6.9049,39.3492,0.011,699.9063899079858,-2.825199792464275
5255,HR 649 ,65Xi1Cet,02 13 00.00,+08 50 48.1,4.37,D,STARG6II,-48.9529,154.551,0.022,341.52500282421084,-3.2971125179955436
5256,HR 6476,,17 23 57.60,+08 51 10.1,5.77,,STAR,23.437,31.0043,,883.8926224854238,-3.961997545118976
5257,HR 3087,,07 55 31.39,+08 51 46.1,5.86,,STARF2IV,18.2373,212.161,,125.97774341333387,0.35853087626008406
5258,HR 3252,,08 17 31.70,+08 51 58.0,6.29,,STARG8III,23.1343,214.684,,931.8753648489183,-3.5567891541628995
5259,HR 7557,53AlpAql,19 50 46.99,+08 52 05.9,0.77,,STARA7V,-8.9091,47.7441,0.198,16.73025789674898,-0.3475131782942551
5260,HR 4478,,11 38 09.79,+08 53 03.1,6.17,,STARK1III,64.8463,255.997,,389.2080879440589,-1.7809092827628952
5261,HR 2300,,06 24 02.30,+08 53 04.9,6.26,,STARB8V,-1.9741,201.903,,856.0534847693475,-3.4025044975361816
5262,HR 1308,,04 13 31.30,+08 53 26.2,6.51,,STARA2,-29.2473,183.859,,275.0053774849253,-0.6867059307730567
5263,HR 1320,49MuTau,04 15 32.11,+08 53 31.9,4.29,,STARB3IV,-28.8541,184.207,,488.99007150992713,-4.156500206331533
5264,HR 5262,,14 01 20.40,+08 53 40.9,5.99,,STARA2V,65.3959,348.378,,271.57067252050075,-1.179414338899747
5265,HR 1544,2Pi2Ori,04 50 36.70,+08 54 01.1,4.36,,STARA1V,-21.8285,189.823,0.036,224.47101011501817,-2.395801304424169
5266,HR 896 ,91LamCet,02 59 42.89,+08 54 27.0,4.7,,STARB6III,-42.4139,168.206,,576.2480171327234,-4.103047219972918
5267,HR 3144,,08 01 50.71,+08 54 50.0,6.22,,STARG0IV,19.666,212.83,,210.83153050880503,-0.3996778074174392
5268,HR 2854,4GamCMi,07 28 09.79,+08 55 32.2,4.32,,STARK3III,12.183,209.048,0.019,695.4293767529241,-4.891265162338861
5269,HR 3926,,09 56 25.99,+08 55 59.2,5.85,,STAR,44.9016,228.255,0.011,579.3186104744608,-2.964587401657546
5270,HR 1913,,05 37 19.30,+08 57 06.8,6.12,,STARB2IV,-12.0301,196.197,,1289.1556430716262,-4.4315267700351875
5271,HR 9092,31Psc,00 02 24.19,+08 57 24.8,6.32,,STARA6V,-52.008,103.011,,405.6671364392057,-1.7208491321720203
5272,HR 1030,1OmiTau,03 24 48.79,+09 01 44.0,3.6,,STARG6III,-38.1565,174.118,0.016,190.6232482157343,-2.800879328208776
5273,HR 2362,,06 30 05.50,+09 01 45.1,6.57,,STARA0III,-0.5836,202.471,,3166.56677375846,-5.932943252388416
5274,HR 2259,,06 18 40.49,+09 02 49.9,6.24,,STARK0,-3.0676,201.138,,322.28891076790654,-1.3012268133953757
5275,HR 3754,2OmeLeo,09 28 27.50,+09 03 24.1,5.41,,STARF9V,38.8967,223.658,0.034,112.27414034324318,0.15860130771747016
5276,HR 6985,,18 36 27.79,+09 07 21.0,5.39,,STARF5III,7.4505,39.4005,0.033,126.5643685281806,-0.12155728315975356
5277,HR 8562,36Peg,22 29 07.99,+09 07 44.0,5.58,,STARK5III,-39.9674,74.3857,,707.4975655035171,-3.668624748966037
5278,HR 2647,,07 03 17.90,+09 08 17.9,5.97,,STARA3V,6.7694,206.104,,293.57009693710296,-1.3685590812099386
5279,HR 510 ,110OmiPsc,01 45 23.59,+09 09 28.1,4.26,,STARG8III,-51.4289,144.607,0.023,248.97433411994,-2.7207728976354577
5280,HR 3249,17BetCnc,08 16 30.91,+09 11 08.2,3.52,,STARK4III,23.0476,214.253,0.012,303.40128157871754,-3.8900870546561563
5281,HR 2663,,07 05 39.10,+09 11 08.9,5.78,,STARM0III,7.3105,206.322,,668.3532329859045,-3.345030265900725
5282,HR 1361,,04 20 49.01,+09 13 32.2,6.53,,STARA4V,-27.6174,184.81,,315.7370548858871,-0.966627768316175
5283,HR 1311,47Tau,04 13 56.40,+09 15 49.0,4.84,,STARG5III,-28.9358,183.596,0.029,371.47651218350956,-3.009656796383764
5284,HR 2828,2EpsCMi,07 25 38.90,+09 16 34.0,4.99,,STARG6II,11.7785,208.448,0.008,765.6252997585009,-4.430081380400681
5285,HR 1907,40Phi2Ori,05 36 54.29,+09 17 26.2,4.09,,STARK0III,-11.9474,195.845,0.03,117.49149052489965,-1.2600320670001892
5286,HR 4133,47RhoLeo,10 32 48.70,+09 18 24.1,3.85,W,STARB1I,52.7675,234.887,0.011,5435.939628285357,-9.826373123996058
5287,HR 9030,80Peg,23 51 21.19,+09 18 47.9,5.79,,STARM3III,-50.7554,99.086,,819.4883861736718,-3.7777140155458397
5288,HR 8737,,22 58 35.09,+09 21 24.8,6.43,,STARG2V,-44.4014,82.1716,0.035,106.20526789225704,1.2992697063010663
5289,HR 1079,6Tau,03 32 36.00,+09 22 25.0,5.77,,STARB9IV,-36.5503,175.514,,377.0593961816432,-2.112048838590205
5290,HR 6299,27KapOph,16 57 40.10,+09 22 30.0,3.2,,STARK2III,29.5048,28.3649,0.031,91.46280922521632,-1.6062226817175977
5291,HR 3567,,08 57 42.00,+09 23 16.1,6.19,,STARG8III,32.2778,219.065,,1207.9865840634125,-4.22031055511934
5292,HR 7693,,20 07 50.30,+09 23 58.9,6.43,,STARF3V,-12.2887,50.3545,0.015,141.07109761986217,0.6828097728281808
5293,HR 8795,55Peg,23 07 00.31,+09 24 33.8,4.52,,STARM1III,-45.5512,84.618,0.016,302.55693663925916,-2.8840355716606787
5294,HR 1446,,04 33 48.10,+09 24 47.2,6.01,,STARG8III,-24.9344,186.773,,530.3355734912542,-2.6127537970371932
5295,HR 5011,59Vir,13 16 46.51,+09 25 27.1,5.22,W,STARG0V,71.3124,322.79,0.079,57.200346842708065,1.4330066889529283
5296,HR 1381,66Tau,04 23 51.89,+09 27 38.9,5.12,,STARA3V,-26.8761,185.111,0.001,395.8208467198075,-2.867493317428697
5297,HR 1662,13Ori,05 07 38.30,+09 28 18.8,6.17,W,STARG1IV,-18.0047,191.774,0.033,89.99900046830061,1.3988115691096006
5298,HR 1876,37Phi1Ori,05 34 49.20,+09 29 21.8,4.41,S,STARB0III,-12.2892,195.402,0.0,1087.1879256570712,-5.771523102315966
5299,HR 2075,,05 56 28.01,+09 30 34.9,5.99,,STARA0IV,-7.6538,198.09,,719.9920037464049,-3.296638365850116
5300,HR 1987,,05 46 52.10,+09 31 19.9,5.79,,STARG8III,-9.7062,196.898,,306.53794896345994,-1.642421236119131
5301,HR 4849,33Vir,12 46 22.51,+09 32 24.0,5.67,W,STARK1III,72.3712,298.807,0.021,142.11606871334266,-0.09321592654787736
5302,HR 6771,72Oph,18 07 21.00,+09 33 50.0,3.73,,STARA4IV,14.0961,36.5913,0.047,86.85922175688985,-0.9640796692133407
5303,HR 725 ,,02 29 35.30,+09 33 56.9,6.07,,STARK2III,-46.2678,159.259,,286.1020856992293,-1.212605119231915
5304,HR 3412,37Cnc,08 38 05.21,+09 34 28.9,6.53,,STARA1V,28.0114,216.421,,410.2595945875741,-1.5352937326319251
5305,HR 6548,53Oph,17 34 36.70,+09 35 12.1,5.81,,STARA2V,21.3851,32.9507,,370.2115524371412,-2.0322498338540376
5306,HR 7325,,19 18 52.70,+09 37 05.2,6.32,,STARG9III,-1.6403,44.614,,530.3355734912542,-2.3027537970371927
5307,HR 7562,,19 51 17.71,+09 37 49.1,6.25,,STARA1,-8.6436,48.478,,380.13563834163335,-1.6496929366707498
5308,HR 2124,61MuOri,06 02 22.99,+09 38 51.0,4.12,,STARA2V,-6.3125,198.684,0.028,151.7712320600844,-1.785947298457061
5309,HR 3406,36Cnc,08 37 05.81,+09 39 20.2,5.88,,STARA3V,27.8265,216.219,,501.0082606714614,-2.6192244330733176
5310,HR 8970,,23 39 55.10,+09 40 37.9,5.97,,STARA2IV,-49.3146,95.2695,,251.85820671592387,-1.035780533827924
5311,HR 5270,,14 02 31.80,+09 41 11.0,6.2,,STARF8IV,65.8043,350.167,,948.1290049334925,-3.6843371630566253
5312,HR 6032,,16 11 29.69,+09 42 45.0,6.53,W,STARF0IV,39.8391,22.5275,,429.1531285488439,-1.63306141451032
5313,HR 3779,6Leo,09 31 57.60,+09 42 56.9,5.07,,STARK2III,39.9673,223.418,,521.8502043153942,-3.517729289193902
5314,HR 1038,2XiTau,03 27 10.20,+09 43 58.1,3.74,,STARB9V,-37.2471,174.016,-0.017,222.17736900348868,-2.993499098014018
5315,HR 6358,,17 06 09.70,+09 43 59.9,6.37,,STARK5III,27.7752,29.7704,,742.9530243670191,-2.98480677470367
5316,HR 4101,45Leo,10 27 39.00,+09 45 45.0,6.04,,STARA0,51.9418,233.135,,417.61379986827325,-2.0638742065277738
5317,HR 3361,,08 31 54.60,+09 48 51.8,6.83,,STARB9,26.7427,215.436,,789.7248854651849,-2.6573791176322725
5318,HR 3201,,08 11 16.61,+09 49 16.0,6.07,,STARB6III,22.1562,213.029,,876.7644561750576,-3.6444146765047893
5319,HR 8821,58Peg,23 10 01.51,+09 49 18.8,5.39,,STARB9III,-45.6182,85.8302,,627.223803263695,-3.5971126577402828
5320,HR 1672,16Ori,05 09 19.61,+09 49 45.8,5.43,W,STARA2,-17.4615,191.694,0.011,173.48743494527733,-0.7663401295958785
5321,HR 8697,49SigPeg,22 52 24.10,+09 50 08.2,5.16,,STARF7IV,-43.1075,80.8744,0.043,87.84173921279866,0.44149537021651675
5322,HR 2014,,05 50 02.59,+09 52 16.0,5.8,,STARG8III,-8.8538,196.984,,333.8345728732051,-1.8176565573204124
5323,HR 8308,8EpsPeg,21 44 11.21,+09 52 30.0,2.39,,STARK2I,-31.4576,65.5711,0.006,689.5483672243581,-6.802823672225218
5324,HR 6004,45Ser,16 07 37.49,+09 53 30.1,5.63,,STARA7V,40.7679,22.1607,,335.5518289065035,-1.998798051282903
5325,HR 3852,14OmiLeo,09 41 09.00,+09 53 31.9,3.52,,STARF6II,42.0556,224.6,0.034,130.3061836584584,-2.05482512787316
5326,HR 2456,15Mon,06 40 58.70,+09 53 44.2,4.66,,STARO7V,2.1986,202.937,-0.004,1022.4337858843932,-5.388175960628372
5327,HR 7354,,19 22 48.41,+09 54 47.2,6.35,,STARF6V,-2.3567,45.3289,,118.4730758071636,0.9819016810523742
5328,HR 1879,39LamOri,05 35 08.30,+09 56 03.1,3.54,,STARO8III,-11.9949,195.052,0.007,1055.5222579194865,-6.577336978790104
5329,HR 1880,39LamOri,05 35 08.50,+09 56 06.0,5.61,,STARB0V,-11.9938,195.052,0.007,1055.5222579194865,-4.507336978790104
5330,HR 2247,75Ori,06 17 06.60,+09 56 33.0,5.39,,STARA2V,-2.9854,200.165,0.013,255.80892368401678,-1.6495784520644081
5331,HR 2589,,06 56 25.80,+09 57 23.0,5.92,,STARB8V,5.6201,204.607,,561.3707017162158,-2.826248713962624
5332,HR 1553,,04 51 43.39,+09 58 30.0,6.11,,STARB5V,-20.998,189.033,,692.4763857688353,-3.092024840269797
5333,HR 2406,,06 35 17.59,+09 59 17.9,5.88,,STARK4III,0.9969,202.212,,1430.5104284961465,-4.897455140912008
5334,HR 3980,31Leo,10 07 54.31,+09 59 51.0,4.37,,STARK3III,47.8863,228.946,,295.43150153724764,-2.982284008948377
5335,HR 1243,,04 01 46.10,+09 59 52.1,5.67,,STARB5V,-30.7998,180.756,,565.2623530279401,-3.091250310135619
5336,HR 8123,7DelEqu,21 14 28.90,+10 00 24.8,4.49,,STARF5V,-25.6558,60.4929,0.058,60.27654365128837,0.5892582937486317
5337,HR 5802,16Ser,15 36 29.59,+10 00 36.0,5.26,,STARK0III,47.5666,17.2093,0.03,227.7628335873753,-1.5274142860550928
5338,HR 1315,,04 14 36.29,+10 00 40.0,5.22,,STARB9V,-28.3439,183.044,,407.69547212140174,-2.8316794409545603
5339,HR 4960,,13 09 12.41,+10 01 19.9,5.78,,STARK0III,72.3884,317.533,,345.87102618994845,-1.914570912227636
5340,HR 8098,6Equ,21 10 31.20,+10 02 56.0,6.07,,STARA2V,-24.8473,59.8881,0.01,379.6931055845418,-1.827163556758066
5341,HR 7810,,20 25 43.99,+10 03 23.0,6.33,,STARK5III,-15.7143,53.2953,,817.4345305692266,-3.232264897480537
5342,HR 7857,,20 33 53.59,+10 03 34.9,6.56,,STARA2V,-17.4084,54.4214,,399.2122126035758,-1.4460190932521995
5343,HR 3372,34Cnc,08 32 39.89,+10 03 58.0,6.46,,STARA1V,27.0188,215.271,,568.2166858834867,-2.312569913924409
5344,HR 3465,49Cnc,08 44 45.00,+10 04 54.1,5.66,,STARA1,29.7104,216.711,,515.254941069702,-2.9001108258275003
5345,HR 7896,7KapDel,20 39 07.80,+10 05 10.0,5.05,,STARG2IV,-18.4753,55.1822,0.026,98.74549733488386,0.07741349254279317
5346,HR 5330,15Boo,14 14 50.81,+10 06 02.2,5.29,W,STARK1III,63.9974,355.999,,255.00889577570086,-1.7427766535210063
5347,HR 813 ,87MuCet,02 44 56.50,+10 06 51.1,4.27,D,STARF0IV,-43.6942,163.255,0.046,84.06092208688696,-0.35297074794324246
5348,HR 1349,,04 19 37.49,+10 07 17.0,6.31,A,STARK0,-27.3037,183.808,,642.0401135770106,-2.7278108144946804
5349,HR 8097,5GamEqu,21 10 20.50,+10 07 54.1,4.69,,STARF0III,-24.7629,59.9329,0.028,114.92472787072636,-0.6120674203070005
5350,HR 7173,,18 59 17.50,+10 08 26.9,6.75,,STARB2V,2.8814,42.8532,,3106.2512161630607,-5.711182880564586
5351,HR 1570,7Pi1Ori,04 54 53.81,+10 09 02.9,4.65,W,STARA0V,-20.253,189.346,,116.31825167515028,-0.6782393294411708
5352,HR 1458,88Tau,04 35 39.29,+10 09 38.9,4.25,,STARA5,-24.1257,186.403,0.036,150.4411336241335,-1.6368329865825313
5353,HR 6281,25IotOph,16 54 00.50,+10 09 55.1,4.38,,STARB8V,30.6605,28.7341,0.029,245.23035917076794,-2.567871171078848
5354,HR 8191,,21 24 24.60,+10 10 27.1,6.35,,STARF5III,-27.4963,62.3002,,327.13779107033236,-1.2236535843559988
5355,HR 107 ,,00 28 20.09,+10 11 22.9,6.04,,STARF6V,-52.2637,113.618,0.033,124.06100330814812,0.5718235546175352
5356,HR 5114,,13 35 33.29,+10 12 16.9,6.49,W,STARK1III,70.1383,336.586,,368.95517839040883,-1.3448680508489108
5357,HR 1307,,04 13 34.80,+10 12 43.9,6.23,,STARB8V,-28.416,182.686,,471.324245227054,-2.136598903630489
5358,HR 4828,30RhoVir,12 41 53.11,+10 14 08.2,4.88,,STARA0V,72.9579,294.889,,124.48716705997,-0.5956229193155513
5359,HR 1883,,05 35 13.39,+10 14 24.0,5.6,,STARB9III,-11.8207,194.794,,1462.5846533503202,-5.225605060673473
5360,HR 4650,12Vir,12 13 25.90,+10 15 43.9,5.85,,STARA2,70.9039,273.163,,167.25968087031865,-0.2669563191016877
5361,HR 1425,,04 30 02.40,+10 15 45.0,6.48,,STARG8III,-25.1784,185.412,,425.7916157925867,-1.665985527751257
5362,HR 4777,20Vir,12 33 02.90,+10 17 44.2,6.26,,STARG8III,72.6185,287.625,,463.9493281609124,-2.072352750815158
5363,HR 2342,,06 28 18.79,+10 18 14.0,6.15,,STARK2III,-0.3804,201.138,,276.6381490221556,-1.059560350438833
5364,HR 1233,,03 59 40.70,+10 19 50.9,6.37,,STARF5V,-30.9764,180.072,,136.41002831330883,0.6957685046645947
5365,HR 8991,77Peg,23 43 22.39,+10 19 53.0,5.06,,STARM2III,-49.0649,96.8663,0.01,728.0276287882174,-4.250739305923556
5366,HR 7572,,19 52 15.60,+10 21 05.0,6.54,,STARB7V,-8.4933,49.2306,,994.3792002961018,-3.4477601573558836
5367,HR 7560,54OmiAql,19 51 01.61,+10 24 56.2,5.11,,STARF8V,-8.1981,49.1351,0.048,63.71486182791979,1.0887962718369506
5368,HR 4824,27Vir,12 41 34.39,+10 25 35.0,6.19,W,STARA7V,73.1372,294.543,,232.13977060293337,-0.6387477547087839
5369,HR 6359,,17 06 13.10,+10 27 15.1,6.37,,STARG8III,28.0725,30.5138,,375.7561955035961,-1.504530750031818
5370,HR 8681,,22 49 32.30,+10 28 44.0,6.54,,STARF0IV,-42.1685,80.6441,,211.10445158389732,-0.0824869571100093
5371,HR 1420,,04 29 42.89,+10 31 18.1,6.79,,STARB5V,-25.0874,185.13,,1052.117347410069,-3.3203209067429142
5372,HR 4399,78IotLeo,11 23 55.49,+10 31 45.1,3.94,,STARF4IV,63.548,247.601,0.052,79.04904936915206,-0.549483257728614
5373,HR 5788,13DelSer,15 34 48.10,+10 32 15.0,3.8,,STARF0IV,48.188,17.5904,0.021,209.88183892993652,-2.8098743035898
5374,HR 5789,13DelSer,15 34 48.10,+10 32 21.1,3.8,,STARF0IV,48.1888,17.5926,0.021,209.88183892993652,-2.8098743035898
5375,HR 4227,53Leo,10 49 15.41,+10 32 43.1,5.34,,STARA2V,56.8234,237.003,0.007,362.7990853138169,-2.4583309172481336
5376,HR 2893,,07 34 05.09,+10 34 05.9,6.28,,STARA1V,14.2112,208.18,,439.56385134382936,-1.935109849519141
5377,HR 6393,37Oph,17 12 27.79,+10 35 07.1,5.33,W,STARM2III,26.7397,31.3843,,712.1318290330161,-3.9328019858949315
5378,HR 2048,,05 54 13.39,+10 35 12.8,6.12,,STARG9II,-7.606,196.869,,1622.6685457568228,-4.931149088811832
5379,HR 2836,,07 26 27.89,+10 36 29.9,6.37,,STARA2IV,12.54,207.311,,289.40228722016093,-0.9375097956837442
5380,HR 702 ,24XiAri,02 24 49.01,+10 36 38.2,5.47,,STARB7IV,-45.9883,157.027,,791.641693439615,-4.022643295748605
