ObjectNum,Name,Type,Constellation,Magnitude,Size,RAHour,RAMinute,DecSign,DecDeg,DecMinute,Distance (ly)
NGC 1047,NGC 1047,Galaxy,Cetus,15.0,1.5,2,40.5,-,8,9,
NGC 1048,NGC 1048,Galaxy,Cetus,14.0,1.3,2,40.6,-,8,33,
NGC 1052,NGC 1052,Galaxy,Cetus,10.6,2.9,2,41.1,-,8,15,
NGC 1055,NGC 1055,Galaxy,Cetus,10.6,7.6,2,41.8,+,0,26,
NGC 1058,NGC 1058,Galaxy,Perseus,11.5,3.0,2,43.5,+,37,21,
NGC 1067,NGC 1067,Galaxy,Triangulum,15.0,1.3,2,43.8,+,32,31,
NGC 1072,NGC 1072,Galaxy,Cetus,14.0,1.7,2,43.5,+,0,18,
NGC 1073,NGC 1073,Galaxy,Cetus,11.0,4.9,2,43.7,+,1,23,
NGC 1079,NGC 1079,Galaxy,Fornax,11.4,3.1,2,43.7,-,29,0,
NGC 1084,NGC 1084,Galaxy,Eridanus,10.6,2.9,2,46.0,-,7,35,
NGC 1085,NGC 1085,Galaxy,Cetus,14.0,1.7,2,46.4,+,3,37,
NGC 1087,NGC 1087,Galaxy,Cetus,11.0,3.5,2,46.4,-,0,30,
NGC 1090,NGC 1090,Galaxy,Cetus,11.9,3.8,2,46.6,-,0,15,
NGC 1094,NGC 1094,Galaxy,Cetus,14.0,1.4,2,47.5,-,0,17,
NGC 1097,NGC 1097,Galaxy,Fornax,9.3,9.3,2,46.3,-,30,17,
NGC 1104,NGC 1104,Galaxy,Cetus,15.0,1.3,2,48.6,-,0,16,
NGC 1134,NGC 1134,Galaxy,Aries,13.0,2.5,2,53.6,+,13,0,
NGC 1140,NGC 1140,Galaxy,Eridanus,12.5,1.4,2,54.6,-,10,2,
NGC 1143,NGC 1143,Galaxy,Cetus,13.5,1.1,2,55.1,-,0,10,
NGC 1156,NGC 1156,Galaxy,Aries,11.7,3.1,2,59.7,+,25,14,
NGC 1160,NGC 1160,Galaxy,Perseus,13.0,1.6,3,1.2,+,44,58,
NGC 1161,NGC 1161,Galaxy,Perseus,13.0,3.1,3,1.2,+,44,55,
NGC 1167,NGC 1167,Galaxy,Perseus,12.3,3.1,3,1.7,+,35,12,
NGC 1169,NGC 1169,Galaxy,Perseus,11.7,4.4,3,3.6,+,46,23,
NGC 1171,NGC 1171,Galaxy,Perseus,13.0,3.2,3,4.0,+,43,24,
NGC 1172,NGC 1172,Galaxy,Eridanus,12.0,2.2,3,1.6,-,14,50,
NGC 1175,NGC 1175,Galaxy,Perseus,12.8,2.5,3,4.5,+,42,20,
NGC 1179,NGC 1179,Galaxy,Eridanus,12.0,4.6,3,2.6,-,18,54,
NGC 1184,NGC 1184,Galaxy,Cepheus,13.0,3.0,3,16.6,+,80,48,
NGC 1186,NGC 1186,Galaxy,Perseus,13.0,3.3,3,5.5,+,42,50,
NGC 1187,NGC 1187,Galaxy,Eridanus,11.0,5.0,3,2.6,-,22,52,
NGC 1193,NGC 1193,Open Cluster,Perseus,13.0,2.0,3,5.8,+,44,23,
NGC 1199,NGC 1199,Galaxy,Eridanus,11.5,2.2,3,3.6,-,15,37,
NGC 1201,NGC 1201,Galaxy,Fornax,10.6,4.4,3,4.1,-,26,4,
NGC 1209,NGC 1209,Galaxy,Eridanus,11.4,2.6,3,6.0,-,15,37,
NGC 1218,NGC 1218,Galaxy,Cetus,12.8,1.3,3,8.4,+,4,7,
NGC 1220,NGC 1220,Open Cluster,Perseus,12.0,2.0,3,11.7,+,53,20,
NGC 1222,NGC 1222,Galaxy,Eridanus,14.0,1.3,3,8.9,-,2,58,
NGC 1224,NGC 1224,Galaxy,Perseus,16.0,1.7,3,11.3,+,41,22,
NGC 1229,NGC 1229,Galaxy,Eridanus,14.0,1.9,3,8.2,-,22,58,
NGC 1232,NGC 1232,Galaxy,Eridanus,9.9,7.8,3,9.8,-,20,35,
NGC 1233,NGC 1233,Galaxy,Perseus,13.2,2.1,3,12.5,+,39,19,
NGC 1241,NGC 1241,Galaxy,Eridanus,13.0,3.0,3,11.3,-,8,55,
NGC 1242,NGC 1242,Galaxy,Eridanus,14.0,1.3,3,11.3,-,8,54,
NGC 1245,NGC 1245,Open Cluster,Perseus,8.4,10.0,3,14.7,+,47,15,
NGC 1247,NGC 1247,Galaxy,Eridanus,13.0,3.6,3,12.2,-,10,29,
NGC 1248,NGC 1248,Galaxy,Eridanus,14.0,1.3,3,12.8,-,5,13,
NGC 1249,NGC 1249,Galaxy,Horologium,12.0,5.2,3,10.1,-,53,21,
NGC 1250,NGC 1250,Galaxy,Perseus,14.0,2.7,3,15.4,+,41,21,
NGC 1253,NGC 1253,Galaxy,Eridanus,12.0,4.8,3,14.1,-,2,49,
NGC 1255,NGC 1255,Galaxy,Fornax,11.1,4.1,3,13.5,-,25,44,
NGC 1260,NGC 1260,Galaxy,Perseus,14.0,1.7,3,17.5,+,41,24,
NGC 1261,NGC 1261,Globular Cluster,Horologium,8.4,6.9,3,12.3,-,55,13,
NGC 1265,NGC 1265,Galaxy,Perseus,15.0,2.1,3,18.3,+,41,52,
NGC 1267,NGC 1267,Galaxy,Perseus,15.0,1.4,3,18.7,+,41,28,
NGC 1268,NGC 1268,Galaxy,Perseus,15.0,1.2,3,18.8,+,41,29,
NGC 1270,NGC 1270,Galaxy,Perseus,12.9,1.1,3,19.0,+,41,28,
NGC 1272,NGC 1272,Galaxy,Perseus,15.0,2.5,3,19.3,+,41,29,
NGC 1273,NGC 1273,Galaxy,Perseus,12.9,1.4,3,19.4,+,41,32,
NGC 1274,NGC 1274,Galaxy,Perseus,15.0,0.6,3,19.7,+,41,33,
NGC 1275,NGC 1275,Galaxy,Perseus,11.6,2.6,3,19.8,+,41,31,
NGC 1277,NGC 1277,Galaxy,Perseus,13.5,0.8,3,19.8,+,41,34,
NGC 1278,NGC 1278,Galaxy,Perseus,12.6,1.7,3,19.9,+,41,33,
NGC 1281,NGC 1281,Galaxy,Perseus,13.5,0.7,3,20.1,+,41,38,
NGC 1282,NGC 1282,Galaxy,Perseus,14.0,1.7,3,20.2,+,41,22,
NGC 1283,NGC 1283,Galaxy,Perseus,16.0,1.3,3,20.3,+,41,24,
NGC 1288,NGC 1288,Galaxy,Fornax,12.1,2.3,3,17.2,-,32,35,
NGC 1292,NGC 1292,Galaxy,Fornax,13.0,3.2,3,18.2,-,27,37,
NGC 1293,NGC 1293,Galaxy,Perseus,15.0,1.1,3,21.6,+,41,24,
NGC 1294,NGC 1294,Galaxy,Perseus,13.1,1.8,3,21.7,+,41,22,
NGC 1297,NGC 1297,Galaxy,Eridanus,13.0,2.3,3,19.2,-,19,6,
NGC 1298,NGC 1298,Galaxy,Eridanus,14.0,1.5,3,20.2,-,2,6,
NGC 1300,NGC 1300,Galaxy,Eridanus,10.4,6.5,3,19.7,-,19,25,
NGC 1302,NGC 1302,Galaxy,Fornax,11.0,4.4,3,19.9,-,26,4,
NGC 1305,NGC 1305,Galaxy,Eridanus,15.0,1.9,3,21.4,-,2,19,
NGC 1309,NGC 1309,Galaxy,Eridanus,11.6,2.3,3,22.1,-,15,24,
NGC 1313,NGC 1313,Galaxy,Reticulum,9.0,8.5,3,18.3,-,66,30,
NGC 1315,NGC 1315,Galaxy,Eridanus,13.0,1.8,3,23.1,-,21,23,
NGC 1316,NGC 1316,Galaxy,Fornax,8.9,7.1,3,22.7,-,37,12,
NGC 1317,NGC 1317,Galaxy,Fornax,11.0,3.2,3,22.8,-,37,6,
NGC 1319,NGC 1319,Galaxy,Eridanus,14.0,1.3,3,23.9,-,21,32,
NGC 1320,NGC 1320,Galaxy,Eridanus,14.0,1.9,3,24.8,-,3,1,
NGC 1325,NGC 1325,Galaxy,Eridanus,11.6,4.6,3,24.4,-,21,33,
NGC 1326,NGC 1326,Galaxy,Fornax,10.5,4.0,3,23.9,-,36,28,
NGC 1331,NGC 1331,Galaxy,Eridanus,14.0,1.1,3,26.5,-,21,21,
NGC 1332,NGC 1332,Galaxy,Eridanus,10.3,4.6,3,26.3,-,21,20,
NGC 1337,NGC 1337,Galaxy,Eridanus,11.7,6.8,3,28.1,-,8,23,
NGC 1339,NGC 1339,Galaxy,Fornax,13.0,2.3,3,28.1,-,32,17,
NGC 1341,NGC 1341,Galaxy,Fornax,13.0,1.6,3,28.0,-,37,9,
NGC 1342,NGC 1342,Open Cluster,Perseus,6.7,14.0,3,31.6,+,37,20,
NGC 1343,NGC 1343,Galaxy,Cassiopeia,12.3,2.8,3,37.8,+,72,34,
NGC 1345,NGC 1345,Galaxy,Eridanus,13.7,1.4,3,29.4,-,17,48,
NGC 1350,NGC 1350,Galaxy,Fornax,10.5,4.3,3,31.1,-,33,38,
NGC 1351,NGC 1351,Galaxy,Fornax,13.0,1.8,3,30.5,-,34,52,
NGC 1353,NGC 1353,Galaxy,Eridanus,11.4,3.4,3,32.1,-,20,49,
NGC 1355,NGC 1355,Galaxy,Eridanus,13.1,1.8,3,33.4,-,5,0,
NGC 1357,NGC 1357,Galaxy,Eridanus,13.0,2.4,3,33.2,-,13,40,
NGC 1358,NGC 1358,Galaxy,Eridanus,12.1,2.8,3,33.7,-,5,5,
NGC 1359,NGC 1359,Galaxy,Eridanus,12.2,1.9,3,33.8,-,19,29,
NGC 1365,NGC 1365,Galaxy,Fornax,9.5,9.8,3,33.6,-,36,8,
NGC 1366,NGC 1366,Galaxy,Fornax,13.0,2.7,3,33.9,-,31,12,
NGC 1374,NGC 1374,Galaxy,Fornax,12.0,1.8,3,35.3,-,35,14,
NGC 1376,NGC 1376,Galaxy,Eridanus,13.0,2.0,3,37.1,-,5,3,
NGC 1379,NGC 1379,Galaxy,Fornax,12.0,2.0,3,36.1,-,35,27,
NGC 1380,NGC 1380,Galaxy,Fornax,11.0,4.9,3,36.5,-,34,59,
NGC 1381,NGC 1381,Galaxy,Fornax,12.0,2.9,3,36.6,-,35,18,
NGC 1385,NGC 1385,Galaxy,Fornax,11.2,3.0,3,37.5,-,24,30,
NGC 1386,NGC 1386,Galaxy,Eridanus,12.0,3.5,3,36.9,-,36,0,
NGC 1387,NGC 1387,Galaxy,Fornax,12.0,2.4,3,37.0,-,35,31,
NGC 1389,NGC 1389,Galaxy,Eridanus,13.0,2.1,3,37.2,-,35,45,
NGC 1393,NGC 1393,Galaxy,Eridanus,14.0,1.8,3,38.6,-,18,26,
NGC 1394,NGC 1394,Galaxy,Eridanus,14.0,1.5,3,39.1,-,18,17,
NGC 1395,NGC 1395,Galaxy,Eridanus,11.0,3.2,3,38.5,-,23,2,
NGC 1398,NGC 1398,Galaxy,Fornax,9.7,6.6,3,38.9,-,26,20,
NGC 1399,NGC 1399,Galaxy,Fornax,9.9,3.2,3,38.5,-,35,27,
NGC 1400,NGC 1400,Galaxy,Eridanus,11.1,1.9,3,39.5,-,18,41,
NGC 1401,NGC 1401,Galaxy,Eridanus,13.0,2.8,3,39.4,-,22,44,
NGC 1404,NGC 1404,Galaxy,Fornax,10.3,2.5,3,38.9,-,35,35,
NGC 1406,NGC 1406,Galaxy,Fornax,13.0,3.9,3,39.4,-,31,19,
NGC 1407,NGC 1407,Galaxy,Eridanus,9.8,2.5,3,40.2,-,18,35,
NGC 1409,NGC 1409,Galaxy,Taurus,15.0,1.3,3,41.2,-,1,17,
NGC 1411,NGC 1411,Galaxy,Horologium,12.0,2.8,3,38.8,-,44,5,
NGC 1415,NGC 1415,Galaxy,Eridanus,12.0,3.6,3,41.0,-,22,34,
NGC 1416,NGC 1416,Galaxy,Eridanus,14.0,1.5,3,41.0,-,22,43,
NGC 1417,NGC 1417,Galaxy,Eridanus,12.0,2.8,3,42.0,-,4,42,
NGC 1418,NGC 1418,Galaxy,Eridanus,15.0,1.5,3,42.3,-,4,44,
NGC 1421,NGC 1421,Galaxy,Eridanus,11.4,3.6,3,42.5,-,13,29,
NGC 1422,NGC 1422,Galaxy,Eridanus,13.0,2.1,3,41.5,-,21,41,
NGC 1424,NGC 1424,Galaxy,Eridanus,15.0,2.1,3,43.2,-,4,44,
NGC 1425,NGC 1425,Galaxy,Fornax,12.0,5.4,3,42.2,-,29,54,
NGC 1426,NGC 1426,Galaxy,Eridanus,11.4,2.1,3,42.8,-,22,7,
NGC 1427,NGC 1427,Galaxy,Fornax,12.0,2.8,3,42.3,-,35,25,
NGC 1433,NGC 1433,Galaxy,Horologium,10.0,6.8,3,42.0,-,47,13,
NGC 1439,NGC 1439,Galaxy,Eridanus,12.0,2.3,3,44.8,-,21,55,
NGC 1440,NGC 1440,Galaxy,Eridanus,13.0,2.3,3,45.0,-,18,16,
NGC 1441,NGC 1441,Galaxy,Eridanus,12.9,1.5,3,45.7,-,4,6,
NGC 1444,NGC 1444,Open Cluster,Perseus,6.6,4.0,3,49.4,+,52,40,
NGC 1448,NGC 1448,Galaxy,Horologium,11.0,8.1,3,44.5,-,44,39,
NGC 1449,NGC 1449,Galaxy,Eridanus,13.5,1.1,3,46.0,-,4,8,
NGC 1451,NGC 1451,Galaxy,Eridanus,13.3,0.7,3,46.1,-,4,4,
NGC 1452,NGC 1452,Galaxy,Eridanus,13.0,1.7,3,45.4,-,18,38,
NGC 1453,NGC 1453,Galaxy,Eridanus,11.6,2.1,3,46.4,-,3,58,
NGC 1461,NGC 1461,Galaxy,Eridanus,11.7,3.3,3,48.5,-,16,24,
NGC 1466,NGC 1466,Globular Cluster,Hydrus,11.4,2.3,3,44.5,-,71,41,
NGC 1469,NGC 1469,Galaxy,Camelopardalis,15.0,2.3,4,0.5,+,68,35,
NGC 1482,NGC 1482,Galaxy,Eridanus,14.0,1.5,3,54.7,-,20,30,
NGC 1485,NGC 1485,Galaxy,Camelopardalis,14.0,2.4,4,5.1,+,71,0,
NGC 1487,NGC 1487,Galaxy,Eridanus,12.0,2.0,3,55.8,-,42,22,
NGC 1493,NGC 1493,Galaxy,Horologium,12.0,2.6,3,57.5,-,46,12,
NGC 1494,NGC 1494,Galaxy,Horologium,12.0,2.6,3,57.7,-,48,54,
NGC 1496,NGC 1496,Open Cluster,Perseus,10.0,6.0,4,4.4,+,52,37,
NGC 1501,NGC 1501,Planetary Nebula,Camelopardalis,13.0,0.9,4,7.0,+,60,55,
NGC 1502,NGC 1502,Open Cluster,Camelopardalis,5.7,8.0,4,7.7,+,62,20,
NGC 1507,NGC 1507,Galaxy,Eridanus,12.2,3.4,4,4.5,-,2,11,
NGC 1510,NGC 1510,Galaxy,Horologium,13.0,1.0,4,3.5,-,43,25,
NGC 1511,NGC 1511,Galaxy,Hydrus,12.0,3.3,3,59.5,-,67,38,
NGC 1512,NGC 1512,Galaxy,Horologium,10.6,4.0,4,3.9,-,43,21,
NGC 1513,NGC 1513,Open Cluster,Perseus,8.4,9.0,4,10.0,+,49,31,
NGC 1514,NGC 1514,Planetary Nebula,Taurus,10.0,1.9,4,9.2,+,30,47,
NGC 1515,NGC 1515,Galaxy,Dorado,11.0,5.4,4,4.1,-,54,6,
NGC 1518,NGC 1518,Galaxy,Eridanus,11.8,3.0,4,6.8,-,21,11,
NGC 1519,NGC 1519,Galaxy,Eridanus,13.0,2.0,4,8.1,-,17,12,
NGC 1521,NGC 1521,Galaxy,Eridanus,11.4,2.9,4,8.3,-,21,3,
NGC 1527,NGC 1527,Galaxy,Horologium,12.0,3.4,4,8.4,-,47,53,
NGC 1528,NGC 1528,Open Cluster,Perseus,6.4,24.0,4,15.4,+,51,14,
NGC 1530,NGC 1530,Galaxy,Camelopardalis,12.0,4.9,4,23.4,+,75,18,
NGC 1531,NGC 1531,Galaxy,Eridanus,12.1,1.3,4,12.0,-,32,51,
NGC 1532,NGC 1532,Galaxy,Eridanus,11.0,5.6,4,12.1,-,32,52,
NGC 1533,NGC 1533,Galaxy,Dorado,10.9,2.9,4,9.9,-,56,7,
NGC 1535,NGC 1535,Planetary Nebula,Eridanus,10.0,0.7,4,14.2,-,12,44,
NGC 1536,NGC 1536,Galaxy,Reticulum,13.0,2.0,4,11.0,-,56,29,
NGC 1543,NGC 1543,Galaxy,Reticulum,10.6,3.9,4,12.8,-,57,44,
NGC 1545,NGC 1545,Open Cluster,Perseus,6.2,18.0,4,20.9,+,50,15,
NGC 1546,NGC 1546,Galaxy,Dorado,11.6,3.2,4,14.6,-,56,4,
NGC 1549,NGC 1549,Galaxy,Dorado,9.9,3.7,4,15.7,-,55,36,
NGC 1553,NGC 1553,Galaxy,Dorado,9.5,4.1,4,16.2,-,55,47,
NGC 1559,NGC 1559,Galaxy,Reticulum,10.5,3.3,4,17.6,-,62,47,
NGC 1560,NGC 1560,Galaxy,Camelopardalis,11.5,9.8,4,32.8,+,71,53,
NGC 1566,NGC 1566,Galaxy,Dorado,9.4,7.6,4,20.0,-,54,56,
NGC 1569,NGC 1569,Galaxy,Camelopardalis,11.2,2.9,4,30.8,+,64,51,
NGC 1573,NGC 1573,Galaxy,Camelopardalis,14.0,2.2,4,35.0,+,73,15,
NGC 1574,NGC 1574,Galaxy,Reticulum,10.5,2.0,4,22.0,-,56,58,
NGC 1582,NGC 1582,Open Cluster,Perseus,7.0,37.0,4,32.0,+,43,51,
NGC 1587,NGC 1587,Galaxy,Taurus,13.0,2.0,4,30.7,+,0,40,
NGC 1588,NGC 1588,Galaxy,Taurus,14.0,1.8,4,30.8,+,0,39,
NGC 1589,NGC 1589,Galaxy,Taurus,14.0,3.1,4,30.8,+,0,51,
NGC 1590,NGC 1590,Galaxy,Taurus,15.0,1.3,4,31.2,+,7,37,
NGC 1596,NGC 1596,Galaxy,Dorado,11.0,3.9,4,27.6,-,55,2,
NGC 1599,NGC 1599,Galaxy,Eridanus,15.0,1.1,4,31.6,-,4,35,
NGC 1600,NGC 1600,Galaxy,Eridanus,11.1,2.5,4,31.7,-,5,5,
NGC 1601,NGC 1601,Galaxy,Eridanus,13.8,1.0,4,31.8,-,5,6,
NGC 1605,NGC 1605,Open Cluster,Perseus,10.7,5.0,4,35.0,+,45,15,
NGC 1614,NGC 1614,Galaxy,Eridanus,12.9,1.3,4,34.0,-,8,35,
NGC 1615,NGC 1615,Galaxy,Taurus,15.0,1.6,4,36.0,+,19,57,
NGC 1617,NGC 1617,Galaxy,Dorado,10.4,4.7,4,31.7,-,54,36,
NGC 1618,NGC 1618,Galaxy,Eridanus,12.6,2.8,4,36.1,-,3,9,
NGC 1620,NGC 1620,Galaxy,Eridanus,14.0,3.0,4,36.6,-,0,9,
NGC 1622,NGC 1622,Galaxy,Eridanus,12.3,3.9,4,36.6,-,3,11,
NGC 1624,NGC 1624,Cluster Nebulosity,Perseus,10.4,5.0,4,40.4,+,50,27,
NGC 1625,NGC 1625,Galaxy,Eridanus,12.4,2.7,4,37.1,-,3,18,
NGC 1635,NGC 1635,Galaxy,Eridanus,14.0,1.7,4,40.1,-,0,33,
NGC 1637,NGC 1637,Galaxy,Eridanus,10.9,3.3,4,41.5,-,2,51,
NGC 1638,NGC 1638,Galaxy,Eridanus,12.1,2.5,4,41.6,-,1,49,
NGC 1640,NGC 1640,Galaxy,Eridanus,11.7,2.8,4,42.2,-,20,26,
NGC 1642,NGC 1642,Galaxy,Taurus,14.0,2.0,4,42.9,+,0,37,
NGC 1647,NGC 1647,Open Cluster,Taurus,6.4,45.0,4,46.0,+,19,4,
NGC 1653,NGC 1653,Galaxy,Eridanus,13.0,2.0,4,45.8,-,2,25,
NGC 1654,NGC 1654,Galaxy,Eridanus,14.0,1.0,4,45.8,-,2,6,
NGC 1659,NGC 1659,Galaxy,Eridanus,12.5,1.7,4,46.5,-,4,47,
NGC 1662,NGC 1662,Open Cluster,Orion,6.4,20.0,4,48.5,+,10,56,
NGC 1664,NGC 1664,Open Cluster,Auriga,7.6,18.0,4,51.1,+,43,42,
NGC 1666,NGC 1666,Galaxy,Eridanus,14.0,1.3,4,48.5,-,6,34,
NGC 1667,NGC 1667,Galaxy,Eridanus,12.1,1.5,4,48.6,-,6,19,
NGC 1672,NGC 1672,Galaxy,Dorado,11.0,4.8,4,45.7,-,59,15,
NGC 1688,NGC 1688,Galaxy,Dorado,12.0,2.4,4,48.4,-,59,48,
NGC 1690,NGC 1690,Galaxy,Orion,14.0,1.3,4,54.3,+,1,38,
NGC 1699,NGC 1699,Galaxy,Eridanus,15.0,1.1,4,57.0,-,4,45,
NGC 1700,NGC 1700,Galaxy,Eridanus,11.0,2.9,4,56.9,-,4,52,
NGC 1705,NGC 1705,Galaxy,Pictor,12.3,1.8,4,54.2,-,53,22,
NGC 1720,NGC 1720,Galaxy,Eridanus,13.0,1.8,4,59.3,-,7,52,
NGC 1723,NGC 1723,Galaxy,Eridanus,12.0,3.7,4,59.4,-,10,59,
NGC 1726,NGC 1726,Galaxy,Eridanus,12.1,1.4,4,59.7,-,7,45,
NGC 1730,NGC 1730,Galaxy,Lepus,13.0,3.0,4,59.6,-,15,50,
NGC 1741,NGC 1741,Galaxy,Eridanus,13.4,1.7,5,1.6,-,4,16,
NGC 1744,NGC 1744,Galaxy,Lepus,11.2,6.8,5,0.0,-,26,1,
NGC 1746,NGC 1746,Open Cluster,Taurus,6.0,42.0,5,3.6,+,23,49,
NGC 1752,NGC 1752,Galaxy,Eridanus,13.0,2.6,5,2.1,-,8,14,
NGC 1755,NGC 1755,Open Cluster,Dorado,9.9,2.0,4,55.0,-,68,11,
NGC 1778,NGC 1778,Open Cluster,Auriga,7.7,7.0,5,8.1,+,37,3,
NGC 1779,NGC 1779,Galaxy,Eridanus,13.0,2.6,5,5.3,-,9,9,
NGC 1784,NGC 1784,Galaxy,Lepus,11.8,4.2,5,5.4,-,11,52,
NGC 1786,NGC 1786,Globular Cluster,Dorado,10.1,1.2,4,59.1,-,67,45,
NGC 1792,NGC 1792,Galaxy,Columba,10.2,4.0,5,5.2,-,37,59,
NGC 1796,NGC 1796,Galaxy,Dorado,13.0,2.0,5,2.7,-,61,8,
NGC 1800,NGC 1800,Galaxy,Columba,12.6,1.6,5,6.4,-,31,57,
NGC 1807,NGC 1807,Open Cluster,Taurus,7.0,17.0,5,10.7,+,16,32,
NGC 1808,NGC 1808,Galaxy,Columba,9.9,7.2,5,7.7,-,37,31,
NGC 1817,NGC 1817,Open Cluster,Taurus,7.7,16.0,5,12.1,+,16,42,
NGC 1818,NGC 1818,Open Cluster,Dorado,9.8,3.0,5,4.2,-,66,24,
NGC 1832,NGC 1832,Galaxy,Lepus,11.4,2.8,5,12.1,-,15,41,
NGC 1835,NGC 1835,Globular Cluster,Dorado,9.8,1.2,5,5.2,-,69,24,
NGC 1850,NGC 1850,Open Cluster,Dorado,9.3,3.0,5,8.5,-,68,46,
NGC 1851,NGC 1851,Globular Cluster,Columba,7.3,11.0,5,14.1,-,40,3,
NGC 1857,NGC 1857,Open Cluster,Auriga,7.0,6.0,5,20.2,+,39,21,
NGC 1866,NGC 1866,Open Cluster,Dorado,9.8,5.0,5,13.5,-,65,28,
NGC 1879,NGC 1879,Galaxy,Columba,13.0,2.2,5,19.8,-,32,9,
NGC 1883,NGC 1883,Open Cluster,Auriga,12.0,3.0,5,25.9,+,46,33,
NGC 1888,NGC 1888,Galaxy,Lepus,12.0,3.0,5,22.5,-,11,30,
NGC 1889,NGC 1889,Galaxy,Lepus,14.0,0.8,5,22.5,-,11,29,
NGC 1893,NGC 1893,Open Cluster,Auriga,7.5,11.0,5,22.7,+,33,24,
NGC 1907,NGC 1907,Open Cluster,Auriga,8.2,7.0,5,28.0,+,35,19,
NGC 1931,NGC 1931,Cluster Nebulosity,Auriga,11.3,3.0,5,31.4,+,34,15,
NGC 1947,NGC 1947,Galaxy,Dorado,10.8,3.0,5,26.8,-,63,46,
NGC 1954,NGC 1954,Galaxy,Lepus,13.0,4.1,5,32.8,-,14,4,
NGC 1961,NGC 1961,Galaxy,Camelopardalis,11.1,4.3,5,42.1,+,69,23,
NGC 1964,NGC 1964,Galaxy,Lepus,10.8,6.2,5,33.4,-,21,57,
NGC 1978,NGC 1978,Globular Cluster,Dorado,9.9,2.7,5,28.6,-,66,14,
NGC 1981,NGC 1981,Open Cluster,Orion,4.6,25.0,5,35.2,-,4,26,
NGC 2022,NGC 2022,Planetary Nebula,Orion,12.0,0.3,5,42.1,+,9,5,
NGC 2070,NGC 2070,Cluster Nebulosity,Dorado,8.2,40.0,5,38.6,-,69,5,
NGC 2082,NGC 2082,Galaxy,Dorado,13.0,1.6,5,41.8,-,64,18,
NGC 2090,NGC 2090,Galaxy,Columba,12.0,4.5,5,47.0,-,34,14,
NGC 2100,NGC 2100,Open Cluster,Dorado,9.6,2.0,5,42.0,-,69,14,
NGC 2112,NGC 2112,Open Cluster,Orion,9.0,11.0,5,53.9,+,0,24,
NGC 2121,NGC 2121,Globular Cluster,Mensa,11.2,1.8,5,48.0,-,71,28,
NGC 2126,NGC 2126,Open Cluster,Auriga,10.0,6.0,6,3.0,+,49,54,
NGC 2129,NGC 2129,Open Cluster,Gemini,6.7,7.0,6,1.0,+,23,18,
NGC 2139,NGC 2139,Galaxy,Lepus,11.7,2.2,6,1.1,-,23,40,
NGC 2141,NGC 2141,Open Cluster,Orion,9.4,10.0,6,3.1,+,10,26,
NGC 2146,NGC 2146,Galaxy,Camelopardalis,10.5,6.0,6,18.7,+,78,21,
NGC 2158,NGC 2158,Open Cluster,Gemini,8.6,5.0,6,7.5,+,24,6,
NGC 2169,NGC 2169,Open Cluster,Orion,5.9,7.0,6,8.4,+,13,57,
NGC 2175,NGC 2175,Open Cluster,Orion,6.8,18.0,6,9.8,+,20,19,
NGC 2179,NGC 2179,Galaxy,Lepus,12.5,1.5,6,8.0,-,21,45,
NGC 2186,NGC 2186,Open Cluster,Orion,8.7,4.0,6,12.2,+,5,27,
NGC 2188,NGC 2188,Galaxy,Columba,11.8,3.7,6,10.1,-,34,6,
NGC 2192,NGC 2192,Open Cluster,Auriga,11.0,6.0,6,15.2,+,39,51,
NGC 2194,NGC 2194,Open Cluster,Orion,8.5,10.0,6,13.8,+,12,48,
NGC 2196,NGC 2196,Galaxy,Lepus,11.2,2.8,6,12.2,-,21,48,
NGC 2204,NGC 2204,Open Cluster,Canis_Major,8.6,13.0,6,15.7,-,18,39,
NGC 2206,NGC 2206,Galaxy,Canis_Major,13.0,2.3,6,16.0,-,26,46,
NGC 2207,NGC 2207,Galaxy,Canis_Major,10.7,4.3,6,16.4,-,21,22,
NGC 2210,NGC 2210,Globular Cluster,Dorado,10.2,1.7,6,11.5,-,69,8,
NGC 2215,NGC 2215,Open Cluster,Monoceros,8.4,11.0,6,21.0,-,7,17,
NGC 2217,NGC 2217,Galaxy,Canis_Major,10.4,4.8,6,21.7,-,27,14,
NGC 2223,NGC 2223,Galaxy,Canis_Major,11.4,3.3,6,24.6,-,22,50,
NGC 2227,NGC 2227,Galaxy,Canis_Major,14.0,2.3,6,25.9,-,21,59,
NGC 2232,NGC 2232,Open Cluster,Monoceros,3.9,30.0,6,26.6,-,4,45,
NGC 2236,NGC 2236,Open Cluster,Monoceros,8.5,7.0,6,29.7,+,6,50,
NGC 2243,NGC 2243,Open Cluster,Canis_Major,9.4,5.0,6,29.8,-,31,17,
NGC 2244,NGC 2244,Open Cluster,Monoceros,4.8,24.0,6,32.4,+,4,52,
NGC 2250,NGC 2250,Open Cluster,Monoceros,9.0,8.0,6,32.8,-,5,2,
NGC 2251,NGC 2251,Open Cluster,Monoceros,7.3,10.0,6,34.7,+,8,22,
NGC 2252,NGC 2252,Open Cluster,Monoceros,8.0,20.0,6,35.0,+,5,23,
NGC 2254,NGC 2254,Open Cluster,Monoceros,9.7,4.0,6,36.0,+,7,40,
NGC 2256,NGC 2256,Galaxy,Camelopardalis,14.0,2.6,6,47.2,+,74,14,
NGC 2257,NGC 2257,Globular Cluster,Dorado,13.5,3.4,6,30.4,-,64,19,
