ObjectNum,Name,Type,Constellation,Magnitude,Size,RAHour,RAMinute,DecSign,DecDeg,DecMinute,Distance (ly)
NGC 1,NGC 1,Galaxy,Pegasus,13.0,1.9,0,7.3,+,27,43,
NGC 2,NGC 2,Galaxy,Pegasus,15.0,1.4,0,7.3,+,27,41,
NGC 9,NGC 9,Galaxy,Pegasus,15.0,1.5,0,8.9,+,23,49,
NGC 12,NGC 12,Galaxy,Pisces,15.0,1.9,0,8.7,+,4,37,
NGC 13,NGC 13,Galaxy,Andromeda,14.0,2.7,0,8.8,+,33,26,
NGC 14,NGC 14,Galaxy,Pegasus,12.0,3.0,0,8.8,+,15,49,
NGC 16,NGC 16,Galaxy,Pegasus,12.0,2.1,0,9.1,+,27,44,
NGC 20,NGC 20,Galaxy,Andromeda,15.0,2.0,0,9.5,+,33,19,
NGC 23,NGC 23,Galaxy,Pegasus,12.0,2.3,0,9.9,+,25,55,
NGC 24,NGC 24,Galaxy,Sculptor,11.5,5.5,0,9.9,-,24,58,
NGC 26,NGC 26,Galaxy,Pegasus,14.0,2.2,0,10.4,+,25,50,
NGC 29,NGC 29,Galaxy,Andromeda,14.0,1.8,0,10.8,+,33,21,
NGC 36,NGC 36,Galaxy,Pisces,15.0,2.4,0,11.4,+,6,23,
NGC 40,NGC 40,Planetary Nebula,Cepheus,11.0,0.6,0,13.0,+,72,32,
NGC 45,NGC 45,Galaxy,Cetus,10.4,8.1,0,14.1,-,23,11,
NGC 48,NGC 48,Galaxy,Andromeda,15.0,1.7,0,14.0,+,48,14,
NGC 51,NGC 51,Galaxy,Andromeda,15.0,1.8,0,14.6,+,48,15,
NGC 55,NGC 55,Galaxy,Sculptor,8.0,32.0,0,14.9,-,39,11,
NGC 63,NGC 63,Galaxy,Pisces,13.0,1.9,0,17.7,+,11,27,
NGC 67,NGC 67,Galaxy,Andromeda,16.0,0.4,0,18.2,+,30,4,
NGC 68,NGC 68,Galaxy,Andromeda,13.0,1.5,0,18.3,+,30,4,
NGC 69,NGC 69,Galaxy,Andromeda,14.8,0.4,0,18.3,+,30,2,
NGC 70,NGC 70,Galaxy,Andromeda,15.0,1.7,0,18.4,+,30,5,
NGC 71,NGC 71,Galaxy,Andromeda,13.0,1.8,0,18.4,+,30,4,
NGC 72,NGC 72,Galaxy,Andromeda,13.4,1.4,0,18.5,+,30,2,
NGC 80,NGC 80,Galaxy,Andromeda,12.1,2.5,0,21.2,+,22,21,
NGC 83,NGC 83,Galaxy,Andromeda,12.6,1.6,0,21.4,+,22,26,
NGC 95,NGC 95,Galaxy,Pisces,12.6,1.9,0,22.2,+,10,30,
NGC 99,NGC 99,Galaxy,Pisces,14.0,1.7,0,24.0,+,15,47,
NGC 103,NGC 103,Open Cluster,Cassiopeia,9.8,5.0,0,25.3,+,61,21,
NGC 104,NGC 104,Globular Cluster,Tucana,4.0,30.0,0,24.1,-,72,5,
NGC 105,NGC 105,Galaxy,Pisces,13.2,1.2,0,25.3,+,12,53,
NGC 120,NGC 120,Galaxy,Cetus,15.0,1.8,0,27.5,-,1,31,
NGC 121,NGC 121,Globular Cluster,Tucana,10.6,1.5,0,26.8,-,71,32,
NGC 124,NGC 124,Galaxy,Cetus,14.0,1.6,0,27.9,-,1,49,
NGC 125,NGC 125,Galaxy,Pisces,12.3,2.0,0,28.8,+,2,50,
NGC 126,NGC 126,Galaxy,Pisces,16.0,1.4,0,29.1,+,2,49,
NGC 127,NGC 127,Galaxy,Pisces,14.0,1.0,0,29.2,+,2,52,
NGC 128,NGC 128,Galaxy,Pisces,11.6,3.4,0,29.2,+,2,51,
NGC 129,NGC 129,Open Cluster,Cassiopeia,6.5,21.0,0,29.9,+,60,14,
NGC 130,NGC 130,Galaxy,Pisces,14.3,0.9,0,29.3,+,2,52,
NGC 132,NGC 132,Galaxy,Cetus,14.0,2.0,0,30.2,+,2,6,
NGC 133,NGC 133,Open Cluster,Cassiopeia,9.0,7.0,0,31.2,+,63,22,
NGC 134,NGC 134,Galaxy,Sculptor,10.1,8.1,0,30.4,-,33,15,
NGC 145,NGC 145,Galaxy,Cetus,12.8,1.8,0,31.7,-,5,9,
NGC 146,NGC 146,Open Cluster,Cassiopeia,9.1,7.0,0,33.1,+,63,18,
NGC 147,NGC 147,Galaxy,Cassiopeia,9.3,12.0,0,33.2,+,48,30,
NGC 148,NGC 148,Galaxy,Sculptor,12.1,2.4,0,34.3,-,31,47,
NGC 150,NGC 150,Galaxy,Sculptor,11.1,4.2,0,34.3,-,27,48,
NGC 151,NGC 151,Galaxy,Cetus,11.5,3.7,0,34.0,-,9,42,
NGC 157,NGC 157,Galaxy,Cetus,10.4,4.3,0,34.8,-,8,24,
NGC 160,NGC 160,Galaxy,Andromeda,12.4,3.2,0,36.1,+,23,57,
NGC 163,NGC 163,Galaxy,Cetus,12.8,1.4,0,36.0,-,10,7,
NGC 165,NGC 165,Galaxy,Cetus,13.2,1.6,0,36.5,-,10,6,
NGC 169,NGC 169,Galaxy,Andromeda,13.0,3.0,0,36.9,+,23,59,
NGC 173,NGC 173,Galaxy,Cetus,15.0,3.5,0,37.2,+,1,56,
NGC 175,NGC 175,Galaxy,Cetus,12.1,2.6,0,37.4,-,19,56,
NGC 178,NGC 178,Galaxy,Cetus,12.6,2.0,0,39.1,-,14,10,
NGC 180,NGC 180,Galaxy,Pisces,14.0,2.6,0,38.0,+,8,38,
NGC 182,NGC 182,Galaxy,Pisces,12.6,2.3,0,38.2,+,2,44,
NGC 185,NGC 185,Galaxy,Cassiopeia,9.2,11.0,0,39.0,+,48,20,
NGC 188,NGC 188,Open Cluster,Cepheus,8.1,14.0,0,44.0,+,85,20,
NGC 189,NGC 189,Open Cluster,Cassiopeia,8.8,4.0,0,39.6,+,61,4,
NGC 190,NGC 190,Galaxy,Pisces,14.0,1.0,0,38.9,+,7,2,
NGC 191,NGC 191,Galaxy,Cetus,12.0,1.5,0,39.0,-,9,0,
NGC 192,NGC 192,Galaxy,Cetus,14.0,2.3,0,39.3,+,0,51,
NGC 193,NGC 193,Galaxy,Pisces,12.3,1.7,0,39.3,+,3,20,
NGC 194,NGC 194,Galaxy,Pisces,12.1,1.9,0,39.3,+,3,2,
NGC 198,NGC 198,Galaxy,Pisces,12.8,1.3,0,39.4,+,2,48,
NGC 200,NGC 200,Galaxy,Pisces,14.0,2.0,0,39.6,+,2,53,
NGC 201,NGC 201,Galaxy,Cetus,15.0,2.2,0,39.7,+,0,51,
NGC 210,NGC 210,Galaxy,Cetus,10.9,5.4,0,40.6,-,13,52,
NGC 214,NGC 214,Galaxy,Andromeda,12.2,2.1,0,41.5,+,25,30,
NGC 216,NGC 216,Galaxy,Cetus,13.3,1.8,0,41.4,-,21,3,
NGC 225,NGC 225,Open Cluster,Cassiopeia,7.0,12.0,0,43.4,+,61,47,
NGC 227,NGC 227,Galaxy,Cetus,13.0,2.1,0,42.6,-,1,32,
NGC 237,NGC 237,Galaxy,Cetus,14.0,1.8,0,43.5,-,0,7,
NGC 244,NGC 244,Galaxy,Cetus,13.3,1.3,0,45.8,-,15,36,
NGC 245,NGC 245,Galaxy,Cetus,13.0,1.4,0,46.1,-,1,44,
NGC 246,NGC 246,Planetary Nebula,Cetus,8.0,3.8,0,47.0,-,11,53,
NGC 247,NGC 247,Galaxy,Cetus,8.9,20.0,0,47.1,-,20,46,
NGC 252,NGC 252,Galaxy,Andromeda,13.0,1.8,0,48.0,+,27,38,
NGC 253,NGC 253,Galaxy,Sculptor,7.1,25.0,0,47.6,-,25,17,
NGC 254,NGC 254,Galaxy,Sculptor,11.8,2.1,0,47.5,-,31,25,
NGC 255,NGC 255,Galaxy,Cetus,11.8,3.1,0,47.8,-,11,28,
NGC 257,NGC 257,Galaxy,Pisces,14.0,2.1,0,48.1,+,8,19,
NGC 260,NGC 260,Galaxy,Andromeda,14.0,1.0,0,48.6,+,27,42,
NGC 262,NGC 262,Galaxy,Andromeda,15.0,1.4,0,48.8,+,31,57,
NGC 266,NGC 266,Galaxy,Pisces,13.0,3.2,0,49.8,+,32,16,
NGC 268,NGC 268,Galaxy,Cetus,13.0,1.7,0,50.2,-,5,12,
NGC 271,NGC 271,Galaxy,Cetus,13.0,2.5,0,50.8,-,1,53,
NGC 273,NGC 273,Galaxy,Cetus,13.0,2.6,0,50.8,-,6,53,
NGC 274,NGC 274,Galaxy,Cetus,13.0,1.7,0,51.0,-,7,3,
NGC 275,NGC 275,Galaxy,Cetus,12.5,1.5,0,51.1,-,7,4,
NGC 278,NGC 278,Galaxy,Cassiopeia,10.9,2.2,0,52.1,+,47,33,
NGC 279,NGC 279,Galaxy,Cetus,14.0,1.8,0,52.3,-,2,12,
NGC 281,NGC 281,Cluster Nebulosity,Cassiopeia,7.0,35.0,0,52.8,+,56,37,
NGC 288,NGC 288,Globular Cluster,Sculptor,8.1,13.0,0,52.8,-,26,35,
NGC 289,NGC 289,Galaxy,Sculptor,12.0,3.7,0,52.7,-,31,12,
NGC 300,NGC 300,Galaxy,Sculptor,9.0,20.0,0,54.9,-,37,41,
NGC 309,NGC 309,Galaxy,Cetus,11.8,3.1,0,56.7,-,9,55,
NGC 315,NGC 315,Galaxy,Pisces,13.0,3.2,0,57.8,+,30,21,
NGC 326,NGC 326,Galaxy,Pisces,13.2,1.5,0,58.4,+,26,52,
NGC 327,NGC 327,Galaxy,Cetus,13.0,1.9,0,57.9,-,5,8,
NGC 329,NGC 329,Galaxy,Cetus,13.0,1.9,0,58.0,-,5,4,
NGC 330,NGC 330,Open Cluster,Tucana,9.6,2.0,0,56.2,-,72,29,
NGC 337,NGC 337,Galaxy,Cetus,11.6,2.8,0,59.8,-,7,35,
NGC 339,NGC 339,Globular Cluster,Tucana,11.9,2.2,0,57.7,-,74,29,
NGC 346,NGC 346,Cluster Nebulosity,Tucana,10.3,14.0,0,59.1,-,72,11,
NGC 352,NGC 352,Galaxy,Cetus,13.0,2.7,1,2.1,-,4,15,
NGC 354,NGC 354,Galaxy,Pisces,14.0,0.9,1,3.3,+,22,20,
NGC 357,NGC 357,Galaxy,Cetus,11.8,2.6,1,3.4,-,6,20,
NGC 361,NGC 361,Globular Cluster,Tucana,11.8,1.5,1,2.2,-,71,33,
NGC 362,NGC 362,Globular Cluster,Tucana,6.6,12.0,1,3.2,-,70,51,
NGC 375,NGC 375,Galaxy,Pisces,16.0,1.3,1,7.1,+,32,21,
NGC 379,NGC 379,Galaxy,Pisces,12.6,1.8,1,7.3,+,32,31,
NGC 380,NGC 380,Galaxy,Pisces,12.5,1.6,1,7.3,+,32,29,
NGC 381,NGC 381,Open Cluster,Cassiopeia,9.0,6.0,1,8.3,+,61,35,
NGC 382,NGC 382,Galaxy,Pisces,14.0,0.4,1,7.4,+,32,24,
NGC 383,NGC 383,Galaxy,Pisces,11.9,2.3,1,7.4,+,32,25,
NGC 384,NGC 384,Galaxy,Pisces,13.0,1.1,1,7.4,+,32,18,
NGC 385,NGC 385,Galaxy,Pisces,12.9,1.5,1,7.4,+,32,19,
NGC 386,NGC 386,Galaxy,Pisces,14.1,0.9,1,7.5,+,32,22,
NGC 388,NGC 388,Galaxy,Pisces,14.3,0.8,1,7.8,+,32,19,
NGC 403,NGC 403,Galaxy,Pisces,13.0,2.1,1,9.2,+,32,45,
NGC 404,NGC 404,Galaxy,Andromeda,10.1,4.4,1,9.4,+,35,43,
NGC 406,NGC 406,Galaxy,Tucana,12.0,3.8,1,7.4,-,69,53,
NGC 407,NGC 407,Galaxy,Pisces,14.0,2.0,1,10.6,+,33,7,
NGC 410,NGC 410,Galaxy,Pisces,13.0,2.6,1,11.0,+,33,9,
NGC 416,NGC 416,Globular Cluster,Tucana,11.0,1.1,1,8.1,-,72,21,
NGC 418,NGC 418,Galaxy,Sculptor,13.0,2.3,1,10.6,-,30,13,
NGC 419,NGC 419,Globular Cluster,Tucana,10.0,2.6,1,8.3,-,72,53,
NGC 428,NGC 428,Galaxy,Cetus,11.4,4.1,1,12.9,+,0,59,
NGC 434,NGC 434,Galaxy,Tucana,13.0,1.9,1,12.2,-,58,15,
NGC 436,NGC 436,Open Cluster,Cassiopeia,8.8,6.0,1,15.6,+,58,49,
NGC 442,NGC 442,Galaxy,Cetus,15.0,1.2,1,14.6,-,1,1,
NGC 447,NGC 447,Galaxy,Pisces,14.0,2.6,1,15.6,+,33,4,
NGC 449,NGC 449,Galaxy,Pisces,14.3,0.7,1,16.1,+,33,5,
NGC 450,NGC 450,Galaxy,Cetus,12.1,3.2,1,15.5,-,0,52,
NGC 457,NGC 457,Open Cluster,Cassiopeia,6.4,13.0,1,19.1,+,58,20,
NGC 467,NGC 467,Galaxy,Pisces,11.9,2.4,1,19.2,+,3,18,
NGC 470,NGC 470,Galaxy,Pisces,11.9,3.0,1,19.7,+,3,25,
NGC 473,NGC 473,Galaxy,Pisces,13.0,2.2,1,19.9,+,16,33,
NGC 474,NGC 474,Galaxy,Pisces,11.1,7.9,1,20.1,+,3,25,
NGC 485,NGC 485,Galaxy,Pisces,14.0,1.9,1,21.4,+,7,1,
NGC 488,NGC 488,Galaxy,Pisces,10.3,5.2,1,21.8,+,5,15,
NGC 491,NGC 491,Galaxy,Sculptor,13.0,1.5,1,21.4,-,34,3,
NGC 493,NGC 493,Galaxy,Cetus,12.5,3.8,1,22.2,+,0,57,
NGC 495,NGC 495,Galaxy,Pisces,13.2,1.5,1,22.9,+,33,28,
NGC 497,NGC 497,Galaxy,Cetus,14.0,2.4,1,22.4,-,0,53,
NGC 499,NGC 499,Galaxy,Pisces,12.0,2.0,1,23.2,+,33,28,
NGC 507,NGC 507,Galaxy,Pisces,11.2,4.3,1,23.7,+,33,15,
NGC 508,NGC 508,Galaxy,Pisces,12.8,1.6,1,23.7,+,33,17,
NGC 509,NGC 509,Galaxy,Pisces,15.0,1.7,1,23.4,+,9,26,
NGC 514,NGC 514,Galaxy,Pisces,11.9,3.5,1,24.1,+,12,55,
NGC 516,NGC 516,Galaxy,Pisces,14.0,1.6,1,24.1,+,9,33,
NGC 518,NGC 518,Galaxy,Pisces,14.0,1.9,1,24.3,+,9,20,
NGC 520,NGC 520,Galaxy,Pisces,11.2,4.8,1,24.6,+,3,48,
NGC 521,NGC 521,Galaxy,Cetus,13.0,3.4,1,24.6,+,1,44,
NGC 522,NGC 522,Galaxy,Pisces,14.0,2.8,1,24.8,+,10,0,
NGC 523,NGC 523,Galaxy,Andromeda,14.0,3.1,1,25.3,+,34,2,
NGC 524,NGC 524,Galaxy,Pisces,10.6,3.2,1,24.8,+,9,32,
NGC 530,NGC 530,Galaxy,Cetus,14.0,1.9,1,24.7,-,1,35,
NGC 532,NGC 532,Galaxy,Pisces,14.0,2.8,1,25.3,+,9,16,
NGC 533,NGC 533,Galaxy,Cetus,13.0,3.7,1,25.5,+,1,46,
NGC 535,NGC 535,Galaxy,Cetus,15.0,1.3,1,25.5,-,1,25,
NGC 536,NGC 536,Galaxy,Andromeda,13.0,3.7,1,26.4,+,34,43,
NGC 538,NGC 538,Galaxy,Cetus,15.0,1.3,1,25.4,-,1,33,
NGC 539,NGC 539,Galaxy,Cetus,14.0,1.8,1,25.3,-,18,9,
NGC 541,NGC 541,Galaxy,Cetus,12.0,2.7,1,25.7,-,1,23,
NGC 543,NGC 543,Galaxy,Cetus,13.3,0.7,1,25.8,-,1,18,
NGC 545,NGC 545,Galaxy,Cetus,14.0,3.0,1,26.0,-,1,20,
NGC 547,NGC 547,Galaxy,Cetus,12.3,1.7,1,26.0,-,1,21,
NGC 550,NGC 550,Galaxy,Cetus,14.0,1.7,1,26.7,+,2,1,
NGC 559,NGC 559,Open Cluster,Cassiopeia,9.5,4.0,1,29.5,+,63,18,
NGC 560,NGC 560,Galaxy,Cetus,12.9,2.3,1,27.4,-,1,55,
NGC 562,NGC 562,Galaxy,Andromeda,15.0,1.5,1,28.4,+,48,23,
NGC 564,NGC 564,Galaxy,Cetus,12.5,1.8,1,27.8,-,1,53,
NGC 565,NGC 565,Galaxy,Cetus,15.0,1.6,1,28.2,-,1,18,
NGC 570,NGC 570,Galaxy,Cetus,14.0,2.5,1,29.0,-,0,57,
NGC 578,NGC 578,Galaxy,Cetus,10.9,4.8,1,30.5,-,22,40,
NGC 584,NGC 584,Galaxy,Cetus,10.4,3.8,1,31.3,-,6,52,
NGC 586,NGC 586,Galaxy,Cetus,13.2,1.6,1,31.6,-,6,54,
NGC 596,NGC 596,Galaxy,Cetus,10.9,3.5,1,32.9,-,7,2,
NGC 600,NGC 600,Galaxy,Cetus,12.4,3.5,1,33.1,-,7,19,
NGC 609,NGC 609,Open Cluster,Cassiopeia,11.0,3.0,1,37.2,+,64,33,
NGC 613,NGC 613,Galaxy,Sculptor,10.0,5.8,1,34.3,-,29,25,
NGC 615,NGC 615,Galaxy,Cetus,11.5,4.0,1,35.1,-,7,20,
NGC 622,NGC 622,Galaxy,Cetus,14.0,2.0,1,36.0,+,0,40,
NGC 625,NGC 625,Galaxy,Phoenix,12.0,3.0,1,35.1,-,41,26,
NGC 636,NGC 636,Galaxy,Cetus,11.3,2.3,1,39.1,-,7,31,
NGC 637,NGC 637,Open Cluster,Cassiopeia,8.2,4.0,1,42.9,+,64,0,
NGC 654,NGC 654,Open Cluster,Cassiopeia,6.5,5.0,1,44.1,+,61,53,
NGC 658,NGC 658,Galaxy,Pisces,14.0,3.2,1,42.2,+,12,35,
NGC 659,NGC 659,Open Cluster,Cassiopeia,7.9,5.0,1,44.2,+,60,42,
NGC 660,NGC 660,Galaxy,Pisces,10.8,9.1,1,43.0,+,13,38,
NGC 661,NGC 661,Galaxy,Triangulum,13.0,2.2,1,44.2,+,28,42,
NGC 662,NGC 662,Galaxy,Andromeda,14.3,1.0,1,44.5,+,37,41,
NGC 663,NGC 663,Open Cluster,Cassiopeia,7.1,16.0,1,46.0,+,61,15,
NGC 664,NGC 664,Galaxy,Pisces,14.0,1.8,1,43.8,+,4,14,
NGC 668,NGC 668,Galaxy,Andromeda,14.0,2.3,1,46.3,+,36,27,
NGC 669,NGC 669,Galaxy,Triangulum,13.0,3.4,1,47.2,+,35,33,
NGC 670,NGC 670,Galaxy,Triangulum,12.1,2.5,1,47.4,+,27,53,
NGC 672,NGC 672,Galaxy,Triangulum,10.8,6.6,1,47.9,+,27,26,
NGC 673,NGC 673,Galaxy,Aries,13.0,2.4,1,48.4,+,11,32,
NGC 676,NGC 676,Galaxy,Pisces,11.0,4.3,1,49.0,+,5,54,
NGC 678,NGC 678,Galaxy,Aries,13.0,5.0,1,49.4,+,22,0,
NGC 679,NGC 679,Galaxy,Andromeda,12.4,2.3,1,49.7,+,35,47,
NGC 680,NGC 680,Galaxy,Aries,13.0,2.9,1,49.8,+,21,58,
NGC 681,NGC 681,Galaxy,Cetus,11.8,2.8,1,49.2,-,10,26,
NGC 684,NGC 684,Galaxy,Triangulum,13.0,3.9,1,50.2,+,27,39,
NGC 685,NGC 685,Galaxy,Eridanus,12.0,4.1,1,47.8,-,52,47,
NGC 691,NGC 691,Galaxy,Aries,12.0,3.5,1,50.7,+,21,46,
NGC 693,NGC 693,Galaxy,Pisces,14.0,2.7,1,50.5,+,6,9,
NGC 694,NGC 694,Galaxy,Aries,14.0,0.8,1,51.0,+,22,0,
NGC 695,NGC 695,Galaxy,Aries,14.0,0.7,1,51.2,+,22,35,
NGC 697,NGC 697,Galaxy,Aries,13.0,4.7,1,51.3,+,22,21,
NGC 701,NGC 701,Galaxy,Cetus,12.2,2.5,1,51.1,-,9,42,
NGC 702,NGC 702,Galaxy,Cetus,14.0,1.5,1,51.3,-,4,3,
NGC 703,NGC 703,Galaxy,Andromeda,15.0,1.5,1,52.8,+,36,9,
NGC 706,NGC 706,Galaxy,Pisces,13.0,2.2,1,51.8,+,6,18,
NGC 708,NGC 708,Galaxy,Andromeda,15.0,3.3,1,52.8,+,36,10,
NGC 718,NGC 718,Galaxy,Pisces,11.7,2.8,1,53.2,+,4,12,
NGC 720,NGC 720,Galaxy,Cetus,10.2,4.4,1,53.0,-,13,44,
NGC 721,NGC 721,Galaxy,Andromeda,13.4,2.0,1,54.8,+,39,23,
NGC 731,NGC 731,Galaxy,Cetus,13.0,1.7,1,54.9,-,9,1,
NGC 735,NGC 735,Galaxy,Triangulum,14.0,2.0,1,56.6,+,34,11,
NGC 736,NGC 736,Galaxy,Triangulum,12.2,2.0,1,56.7,+,33,3,
NGC 740,NGC 740,Galaxy,Triangulum,15.0,1.7,1,56.9,+,33,1,
NGC 741,NGC 741,Galaxy,Pisces,11.3,3.2,1,56.4,+,5,38,
NGC 742,NGC 742,Galaxy,Pisces,15.0,0.2,1,56.5,+,5,38,
NGC 744,NGC 744,Open Cluster,Perseus,7.9,11.0,1,58.4,+,55,29,
NGC 746,NGC 746,Galaxy,Andromeda,13.0,1.9,1,57.9,+,44,56,
NGC 750,NGC 750,Galaxy,Triangulum,12.2,1.6,1,57.5,+,33,13,
NGC 751,NGC 751,Galaxy,Triangulum,12.5,1.3,1,57.6,+,33,12,
NGC 752,NGC 752,Open Cluster,Andromeda,5.7,50.0,1,57.8,+,37,41,
NGC 753,NGC 753,Galaxy,Andromeda,12.4,2.9,1,57.7,+,35,55,
NGC 759,NGC 759,Galaxy,Andromeda,14.0,2.1,1,57.8,+,36,20,
NGC 761,NGC 761,Galaxy,Triangulum,15.0,1.6,1,57.8,+,33,23,
NGC 770,NGC 770,Galaxy,Aries,14.0,1.3,1,59.2,+,18,57,
NGC 772,NGC 772,Galaxy,Aries,10.3,7.1,1,59.3,+,19,1,
NGC 777,NGC 777,Galaxy,Triangulum,12.0,3.0,2,0.2,+,31,26,
NGC 779,NGC 779,Galaxy,Cetus,11.0,4.1,1,59.7,-,5,58,
NGC 782,NGC 782,Galaxy,Eridanus,13.0,2.1,1,57.8,-,57,46,
NGC 783,NGC 783,Galaxy,Triangulum,13.0,1.8,2,1.1,+,31,52,
NGC 784,NGC 784,Galaxy,Triangulum,11.8,6.2,2,1.3,+,28,50,
NGC 788,NGC 788,Galaxy,Cetus,12.3,1.8,2,1.1,-,6,49,
NGC 803,NGC 803,Galaxy,Aries,12.4,3.3,2,3.8,+,16,2,
NGC 812,NGC 812,Galaxy,Andromeda,13.0,3.2,2,6.8,+,44,34,
NGC 818,NGC 818,Galaxy,Andromeda,13.0,3.2,2,8.7,+,38,47,
NGC 821,NGC 821,Galaxy,Aries,10.8,3.5,2,8.4,+,11,0,
NGC 828,NGC 828,Galaxy,Andromeda,13.0,3.2,2,10.2,+,39,12,
NGC 833,NGC 833,Galaxy,Cetus,12.7,1.9,2,9.3,-,10,8,
NGC 835,NGC 835,Galaxy,Cetus,12.2,1.4,2,9.4,-,10,8,
NGC 838,NGC 838,Galaxy,Cetus,12.8,1.7,2,9.6,-,10,9,
NGC 839,NGC 839,Galaxy,Cetus,13.0,1.8,2,9.7,-,10,11,
NGC 840,NGC 840,Galaxy,Cetus,15.0,2.5,2,10.2,+,7,50,
NGC 841,NGC 841,Galaxy,Andromeda,13.0,2.0,2,11.3,+,37,30,
NGC 848,NGC 848,Galaxy,Cetus,13.1,1.9,2,10.3,-,10,19,
NGC 851,NGC 851,Galaxy,Cetus,15.0,1.5,2,11.2,+,3,47,
NGC 858,NGC 858,Galaxy,Cetus,13.0,1.6,2,12.5,-,22,27,
NGC 863,NGC 863,Galaxy,Cetus,14.0,1.4,2,14.6,-,0,46,
NGC 864,NGC 864,Galaxy,Cetus,11.0,4.6,2,15.5,+,6,0,
NGC 869,NGC 869,Open Cluster,Perseus,4.0,30.0,2,19.0,+,57,9,
NGC 871,NGC 871,Galaxy,Aries,13.5,1.3,2,17.2,+,14,33,
NGC 877,NGC 877,Galaxy,Aries,11.8,2.3,2,18.0,+,14,33,
NGC 884,NGC 884,Open Cluster,Perseus,4.0,30.0,2,22.4,+,57,7,
NGC 890,NGC 890,Galaxy,Triangulum,12.0,2.9,2,22.0,+,33,16,
NGC 891,NGC 891,Galaxy,Andromeda,10.0,13.0,2,22.6,+,42,21,
NGC 898,NGC 898,Galaxy,Andromeda,14.0,2.1,2,23.3,+,41,57,
NGC 899,NGC 899,Galaxy,Cetus,13.0,1.9,2,21.9,-,20,48,
NGC 906,NGC 906,Galaxy,Andromeda,14.0,2.0,2,25.2,+,42,6,
NGC 907,NGC 907,Galaxy,Cetus,13.0,1.9,2,23.0,-,20,43,
NGC 908,NGC 908,Galaxy,Cetus,10.2,5.5,2,23.1,-,21,14,
NGC 910,NGC 910,Galaxy,Andromeda,15.0,2.3,2,25.4,+,41,50,
NGC 918,NGC 918,Galaxy,Aries,13.0,3.4,2,25.9,+,18,30,
NGC 922,NGC 922,Galaxy,Fornax,12.2,1.9,2,25.1,-,24,47,
NGC 925,NGC 925,Galaxy,Triangulum,10.0,9.8,2,27.3,+,33,35,
NGC 926,NGC 926,Galaxy,Cetus,14.0,2.5,2,26.1,-,0,20,
NGC 927,NGC 927,Galaxy,Aries,15.0,1.4,2,26.6,+,12,9,
NGC 936,NGC 936,Galaxy,Cetus,10.1,5.2,2,27.6,-,1,9,
NGC 941,NGC 941,Galaxy,Cetus,12.4,2.8,2,28.5,-,1,9,
NGC 945,NGC 945,Galaxy,Cetus,12.0,2.5,2,28.6,-,10,32,
NGC 947,NGC 947,Galaxy,Cetus,12.0,2.6,2,28.5,-,19,4,
NGC 948,NGC 948,Galaxy,Cetus,14.0,1.4,2,28.8,-,10,31,
NGC 949,NGC 949,Galaxy,Triangulum,11.9,2.8,2,30.8,+,37,8,
NGC 955,NGC 955,Galaxy,Cetus,12.0,3.0,2,30.6,-,1,7,
NGC 956,NGC 956,Open Cluster,Andromeda,9.0,8.0,2,32.4,+,44,39,
NGC 957,NGC 957,Open Cluster,Perseus,7.6,11.0,2,33.6,+,57,32,
NGC 958,NGC 958,Galaxy,Cetus,12.2,2.8,2,30.7,-,2,57,
NGC 959,NGC 959,Galaxy,Triangulum,13.0,2.2,2,32.3,+,35,30,
NGC 972,NGC 972,Galaxy,Aries,11.3,3.6,2,34.2,+,29,19,
NGC 976,NGC 976,Galaxy,Aries,12.4,1.7,2,34.0,+,20,59,
NGC 985,NGC 985,Galaxy,Cetus,13.5,1.3,2,34.6,-,8,47,
NGC 986,NGC 986,Galaxy,Fornax,11.0,3.7,2,33.6,-,39,2,
NGC 988,NGC 988,Galaxy,Cetus,11.0,4.7,2,35.4,-,9,21,
NGC 991,NGC 991,Galaxy,Cetus,12.0,2.7,2,35.5,-,7,9,
NGC 993,NGC 993,Galaxy,Cetus,15.0,1.1,2,36.7,+,2,3,
NGC 1003,NGC 1003,Galaxy,Perseus,11.5,5.4,2,39.3,+,40,52,
NGC 1012,NGC 1012,Galaxy,Aries,13.0,2.9,2,39.3,+,30,9,
NGC 1015,NGC 1015,Galaxy,Cetus,12.0,3.5,2,38.1,-,1,19,
NGC 1016,NGC 1016,Galaxy,Cetus,13.0,2.8,2,38.3,+,2,8,
NGC 1019,NGC 1019,Galaxy,Cetus,15.0,1.2,2,38.4,+,1,55,
NGC 1022,NGC 1022,Galaxy,Cetus,11.4,2.5,2,38.5,-,6,40,
NGC 1023,NGC 1023,Galaxy,Perseus,9.5,8.7,2,40.4,+,39,4,
NGC 1024,NGC 1024,Galaxy,Aries,14.0,4.7,2,39.2,+,10,51,
NGC 1027,NGC 1027,Open Cluster,Cassiopeia,6.7,20.0,2,42.7,+,61,33,
NGC 1032,NGC 1032,Galaxy,Cetus,13.0,3.6,2,39.4,+,1,6,
NGC 1035,NGC 1035,Galaxy,Cetus,13.0,2.2,2,39.5,-,8,8,
NGC 1036,NGC 1036,Galaxy,Aries,13.0,2.0,2,40.5,+,19,18,
NGC 1042,NGC 1042,Galaxy,Cetus,10.9,4.7,2,40.4,-,8,26,
NGC 1044,NGC 1044,Galaxy,Cetus,13.2,0.6,2,41.1,+,8,44,
